	class	name	lat	lon	address
2388	Магазин электроники	Касьянов	55.627782999999994	37.436391	Киевское ш., 1КБ, д. Румянцево, Россия
2389	Салон связи	Телефон.ру	55.795930000000006	37.963064	ш. Энтузиастов, 54А, Балашиха, Россия
2390	Магазин электроники	Рынок	55.793226000000004	37.637205	просп. Мира, 88, стр. 1, Москва, Россия
2391	Салон связи	Связной	55.6889	37.872	Октябрьский просп., 93, Люберцы, Россия
2392	Магазин электроники	Skylink	55.633221	37.624247	Варшавское ш., 97, Москва, Россия
2393	Магазин электроники	Цифровой супермаркет DNS	54.19205	37.639348999999996	Пролетарская ул., 2, Тула, Россия
2394	Салон связи	Салон-магазин МТС	55.46611899999999	36.940742	2, д. Яковлевское, Россия
2395	Магазин электроники	Телесистемы	55.980649	37.253045	Сосновая аллея, 10, стр. 1, Зеленоград, Россия
2396	Магазин электроники	Ireon.ru	55.75888199999999	37.752593	ш. Энтузиастов, 31, стр. 39, Москва, Россия
2397	Салон связи	НОУ-ХАУ	55.891831	37.727810999999996	ул. Селезнёва, 33, Мытищи, Россия
2398	Салон связи	Tele2	55.743099	37.864188	Новокосинская ул., 31, Москва, Россия
2399	Салон связи	НОУ-ХАУ	55.763481000000006	37.844193	МКАД, 2-й километр, вл1, Реутов, Россия
2400	Магазин электроники	3DSun	55.656773	37.631909	Каширский пр., 13, Москва, Россия
2401	Магазин электроники	Цифровой супермаркет DNS	54.20992	49.597702000000005	просп. Автостроителей, 53А, Димитровград, Россия
2402	Салон связи	Apple-Boutique, пункт выдачи	55.778802	37.583040999999994	Ленинградский просп., 2, Москва, Россия
2403	Магазин электроники	 Аудио-Видео	55.616643999999994	36.989373	Россия, Московская область, Одинцовский район, Голицыно, Банный переулок
2404	Магазин электроники	Elconmy	55.977617	37.163204	к1801, Зеленоград, Россия
2405	Магазин электроники	ThePult	55.764967000000006	37.565478999999996	ул. Пресненский Вал, 8, корп. 2, Москва, Россия
2406	Магазин электроники	Цифровой супермаркет DNS	55.127984999999995	61.370253000000005	ул. Дарвина, 18, Челябинск, Россия
2407	Магазин электроники	Связной	68.960114	33.086991999999995	ул. Академика Книповича, 34, Мурманск, Россия
2408	Салон связи	Телефон.ру	55.776479	38.670390000000005	Привокзальная ул., 22В, Павловский Посад, Россия
2409	Магазин электроники	Интернет-магазин Xcom-shop	55.83566	37.500399	Выборгская ул., 22, стр. 3, Москва, Россия
2410	Салон связи	Билайн	55.840118000000004	37.486391999999995	Кронштадтский бул., 3, стр. 3, Москва, Россия
2411	Магазин электроники	Видеонаблюдение ВАО	55.793728	37.939268	ш. Энтузиастов, 36А, Балашиха, Россия
2412	Салон связи	Салон связи Связной	55.891830000000006	37.727598	ул. Селезнёва, 33, Мытищи, Россия
2413	Магазин электроники	Норд	55.18098199999999	61.333391000000006	ул. Молодогвардейцев, 53, Челябинск, Россия
2414	Салон связи	Tele2	55.794532	37.492018	ул. Маршала Бирюзова, 16, Москва, Россия
2415	Салон связи	Билайн	56.96309599999999	40.990845	просп. Строителей, 24, Иваново, Россия
2416	Магазин электроники	Цифровой супермаркет DNS	56.105493	40.345411	ул. Верхняя Дуброва, 38Ж, Владимир, Россия
2417	Магазин электроники	Ezone	55.859902000000005	38.440545	ул. Декабристов, 2, стр. 2, Ногинск, Россия
2418	Салон связи	АйКейс	56.127241000000005	40.400194	Большая Московская ул., 16, Владимир, Россия
2419	Салон связи	Tele2	55.816843999999996	37.735395000000004	Ивантеевская ул., 25А, Москва, Россия
2420	Магазин электроники	Магазин радиодеталей	47.217384	39.715063	пер. Семашко, 18/48, Ростов-на-Дону, Россия
2421	Салон связи	Салон-магазин МТС	55.617663	37.508679	Новоясеневский просп., 1Б, корп. 1, Москва, Россия
2422	Салон связи	Связной	56.2281	35.6418	Почтовая ул., 2, п. г. т. Лотошино, Россия
2423	Магазин электроники	Дуплекс	45.065544	38.97072	Рашпилевская ул., 325/1, Краснодар, Россия
2424	Салон связи	Салон-магазин МТС	55.8918	37.7275	ул. Селезнёва, 33, Мытищи, Россия
2425	Салон связи	Ремонт сотовых телефонов	55.842826	38.197555	Московская ул., 2Б, п. г. т. Монино, Россия
2426	Магазин электроники	Цифровой супермаркет DNS	47.230352	39.611326	ул. Малиновского, 25, Ростов-на-Дону, Россия
2427	Магазин электроники	Комиссионный магазин	59.972816	30.389122999999998	Кондратьевский просп., 51, корп. 4, Санкт-Петербург, Россия
2428	Магазин электроники	Device-zone.ru	55.789952	37.678540999999996	Сокольническая площадь, 4А, Москва, Россия
2429	Салон связи	Связной	55.7923	37.7871	Первомайская ул., 42, Москва, Россия
2430	Магазин электроники	Цифровой супермаркет DNS	51.777653	55.144732	Ленинградская ул., 92, Оренбург, Россия
2431	Салон связи	Мобил элемент	55.734551	37.830735	Вешняковская ул., 17А, Москва, Россия
2432	Салон связи	Билайн	55.599468	37.474508	Калужское шоссе, 22-й километр, 10, Россия
2433	Салон связи	Tele2	55.770778	38.433578999999995	ул. Ялагина, 4, Электросталь, Россия
2434	Магазин электроники	Интернет-магазин Хотим сегодня	55.752217	37.595132	ул. Новый Арбат, 11, стр. 1, Москва, Россия
2435	Магазин электроники	Blade	55.785502	37.667262	1-й Красносельский пер., 7/9АС1, Москва, Россия
2436	Салон связи	PineApple7	54.63429300000001	39.69027	Московское ш., 21, Рязань, Россия
2437	Магазин электроники	Фенко	51.662942	39.188573	Кольцовская ул., 41, Воронеж, Россия
2438	Салон связи	Салон-магазин МТС	55.752901	37.858219	ул. Ленина, 1А, Реутов, Россия
2439	Салон связи	Билайн	55.65764300000001	37.708723	Батюнинская ул., 1, Москва, Россия
2440	Магазин электроники	М.Видео	55.875195999999995	37.331688	Пятницкое шоссе, 7-й километр, вл2, Россия
2441	Салон связи	Tele2	56.349768999999995	37.519845000000004	Профессиональная ул., 5, Дмитров, Россия
2442	Салон связи	Сервисный центр Hardware № 2	59.87866700000001	30.323845000000002	ул. Решетникова, 5, Санкт-Петербург, Россия
2443	Салон связи	Tele2	55.729833	37.731021000000005	Рязанский просп., 2, корп. 2, Москва, Россия
2444	Магазин электроники	Цифровой супермаркет DNS	56.476417000000005	84.96634	просп. Фрунзе, 86, Томск, Россия
2445	Салон связи	ILike Trade In	56.130281999999994	40.398613	Девическая ул., 15Б, Владимир, Россия
2446	Салон связи	Салон-магазин МТС	55.574645999999994	37.579899	бул. Дмитрия Донского, 1, Москва, Россия
2447	Магазин электроники	Эльдорадо	55.846160999999995	37.358878000000004	Дубравная ул., 34/29, Москва, Россия
2448	Салон связи	Билайн	56.114892000000005	40.332488	Московское ш., 2, Владимир, Россия
2449	Салон связи	Билайн	55.67410699999999	37.760754999999996	Совхозная ул., 39, Москва, Россия
2450	Салон связи	Applezone	55.594611	37.59913	Варшавское ш., 152А, Москва, Россия
2451	Магазин электроники	Магазин Технодом	55.531068999999995	35.610762	Привокзальная площадь, 2Г, п. г. т. Уваровка, Россия
2452	Салон связи	Салон-магазин МТС	55.383117000000006	36.728088	ул. Ленина, 8, микрорайон Южный, Наро-Фоминск, Россия
2453	Салон связи	Билайн	55.885923	37.661246000000006	ул. Грекова, 3Ж, Москва, Россия
2454	Салон связи	Билайн	57.016865	40.973633	ул. Карла Маркса, 3, Иваново, Россия
2455	Салон связи	Телефон.ру	55.763802	37.84499	МКАД, 2-й километр, 2, Реутов, Россия
2456	Салон связи	Салон-магазин МТС	55.377941	39.044940999999994	Советская ул., 157, Егорьевск, Россия
2457	Магазин электроники	М.Видео	55.653489	37.846996999999995	1-й Покровский пр., 5, Котельники, Россия
2458	Магазин электроники	ТехноЦентр	67.937555	32.944513	ул. Гагарина, 11, Мончегорск, Россия
2459	Магазин электроники	Интернет-магазин аудиотехники Musicmag	50.486831	30.496753000000002	просп. Степана Бандери, 10Б, Київ, Україна
2460	Салон связи	Связной	55.7516	37.9551	Центральная ул., 40В, микрорайон Кучино, Балашиха, Россия
2461	Магазин электроники	Интернет-магазин Monstore.ru	55.764065	37.557807000000004	Звенигородское ш., 4, Москва, Россия
2462	Магазин электроники	GPS-Port.com	56.856851	35.882878999999996	Беляковский пер., 20, Тверь, Россия
2463	Магазин электроники	Трест-МЭК	56.834368999999995	60.616802	Красноармейская ул., 34, Екатеринбург, Россия
2464	Магазин электроники	Ремонт бытовой техники	55.789193000000004	49.223799	ул. Академика Глушко, 30, Казань, Россия
2465	Салон связи	Салон-магазин МТС	54.611011	39.797554999999996	ул. Новосёлов, 22, Октябрьский административный округ, район Дашково-Песочня, Рязань, Россия
2466	Салон связи	Tele2	55.745054	37.515607	Россия, Москва, район Филёвский Парк
2467	Салон связи	Связной	55.6374	37.6004	1А, Южный административный округ, район Чертаново Северное, микрорайон Северное Чертаново, Москва, Россия
2468	Магазин электроники	Samsung	55.704322	37.641683	Автозаводская ул., 18, Москва, Россия
2469	Магазин электроники	Эксион	53.920285	102.050116	ул. Клименко, 16, Зима, Россия
2470	Салон связи	Евросеть	56.871069999999996	35.91328	Комсомольский просп., 11, Тверь, Россия
2471	Салон связи	PhoneLabStore	56.854198	35.909960999999996	ул. Желябова, 28, Тверь, Россия
2472	Магазин электроники	Vatan Bigisayar	40.99856	29.032642	Fatih Sok., No:6, Acıbadem Mah., Türkiye
2473	Магазин электроники	Nook & Kindle	55.775969999999994	37.585458	1-я Тверская-Ямская ул., 29, стр. 1, Москва, Россия
2474	Магазин электроники	Цифровой супермаркет DNS	45.052501	35.37647	Крымская ул., 84, Феодосия, Россия
2475	Магазин электроники	НОУ-ХАУ	55.49901800000001	37.567938	Железнодорожная ул., 44, Щербинка, Россия
2476	Салон связи	Салон-магазин МТС	55.919971999999994	37.708527000000004	ул. Мира, с51, Мытищи, Россия
2477	Магазин электроники	Салон звука Панорама	55.72629499999999	37.399372	ул. Горбунова, 2, стр. 204, Москва, Россия
2478	Салон связи	Салон-магазин МТС	55.84520799999999	38.190203000000004	Московская ул., 1А, п. г. т. Монино, Россия
2479	Салон связи	Дисконт-Мобайл	55.794416000000005	37.586509	Бутырская ул., 2/18, Москва, Россия
2480	Салон связи	Мастерская по Ремонту Сотовых Телефонов	55.865399	37.604529	ул. Декабристов, 15А, Москва, Россия
2481	Салон связи	Телефон.ру	55.79650600000001	38.440284999999996	просп. Ленина, 25, Электросталь, Россия
2482	Магазин электроники	Citytek	55.750884	37.723411999999996	1-я ул. Энтузиастов, 4, Москва, Россия
2483	Магазин электроники	LG Electronics Rus	55.77899300000001	37.587182	4-й Лесной пер., 4, Москва, Россия
2484	Салон связи	Интернет-магазин Geek-Shop	55.71765500000001	37.677269	Шарикоподшипниковская ул., 13, стр. 2, Москва, Россия
2485	Салон связи	Салон-магазин МТС	54.503395999999995	37.068917	ул. Мира, 18, Алексин, Россия
2486	Салон связи	Плеер.ру	55.708966000000004	37.655933000000005	ул. Мастеркова, 4, Москва, Россия
2487	Салон связи	МегаФон	55.616902	37.508720000000004	Новоясеневский просп., 2, Москва, Россия
2488	Салон связи	Скупка № 1	55.753299	37.860848	ул. Дзержинского, 20В, Реутов, Россия
2489	Магазин электроники	Компания Диал	55.661313	37.585116	Болотниковская ул., 43, Москва, Россия
2490	Магазин электроники	Эльдорадо	67.641972	53.044020999999994	Рабочая ул., 4А, Нарьян-Мар, Россия
2491	Салон связи	Ремонт Цифровой Техники	55.915471999999994	37.760791	Шараповский пр., 1, Мытищи, Россия
2492	Магазин электроники	Цифровой супермаркет DNS	48.750917	44.496534000000004	бул. 30-летия Победы, 23, микрорайон Семь Ветров, Волгоград, Россия
2493	Салон связи	Магазин Xiaomi.ua	50.442445	30.521564	Бессарабська площа, 2, Київ, Україна
2494	Магазин электроники	Магазин Кварц	55.788848	37.708539	ул. Буженинова, 16, Москва, Россия
2495	Салон связи	Евросеть	56.306984	38.698984	ул. Мира, 23А, Карабаново, Россия
2496	Салон связи	Tele2	55.67286	37.860448	9, микрорайон Опытное Поле, Котельники, Россия
2497	Салон связи	Хорошая связь	60.050086	30.443378000000003	Привокзальная площадь, 3Е, посёлок Мурино, Россия
2498	Салон связи	Евросеть	55.606299	38.102249	ул. Гагарина, 28, Жуковский, Россия
2499	Салон связи	W-Mobile	55.887696999999996	37.036853	Россия, Московская область, городской округ Истра, посёлок городского типа Снегири
2500	Салон связи	Tele 2	55.65596	37.541781	Профсоюзная ул., 61А, Москва, Россия
2501	Магазин электроники	Ситилинк	54.994192000000005	73.372943	ул. Фрунзе, 80, Омск, Россия
2502	Магазин электроники	Izone	55.717661	37.677267	Шарикоподшипниковская ул., 13, стр. 1, Москва, Россия
2503	Салон связи	Связной	55.662	37.9143	Октябрьский просп., 403, Люберцы, Россия
2504	Магазин электроники	Позитроника Поинт	54.825934	38.147785999999996	Стрелецкая ул., 70, микрорайон Кашира-1, Кашира, Россия
2505	Салон связи	Салон-магазин МТС	56.3153	38.1478	Бероунская ул., 20, Сергиев Посад, Россия
2506	Салон связи	Tele2	55.883961	37.606101	ул. Плещеева, 4, Москва, Россия
2507	Магазин электроники	Сохо	54.719989	20.510541	ул. Черняховского, 40, Калининград, Россия
2508	Магазин электроники	Максимус	55.706883	37.592096000000005	ул. Вавилова, 3, Москва, Россия
2509	Салон связи	МегаФон	55.749047	37.589597999999995	ул. Арбат, 32, Москва, Россия
2510	Магазин электроники	Telelux	55.709212	37.802927000000004	Ферганская ул., 6, стр. 8, Москва, Россия
2511	Магазин электроники	М.Видео	54.633347	39.773907	Солотчинское ш., 11, Рязань, Россия
2512	Салон связи	НОУ-ХАУ	55.65596	37.541781	Профсоюзная ул., 61А, Москва, Россия
2513	Салон связи	Apple-Service24	55.794366000000004	37.491143	ул. Маршала Бирюзова, 19, Москва, Россия
2514	Салон связи	Tele2	55.66315600000001	37.910585	Октябрьский просп., 366, Люберцы, Россия
2515	Магазин электроники	Электрон	57.190785999999996	39.414696	ул. Моравского, 6А, Ростов, Россия
2516	Магазин электроники	Tesla	55.795331999999995	37.601653999999996	Стрелецкая ул., 6, Москва, Россия
2517	Салон связи	МегаФон	55.68151999999999	37.621755	Варшавское ш., 32Г, Москва, Россия
2518	Салон связи	Связной	55.765992000000004	37.604344	Тверская ул., 18, корп. 1, Москва, Россия
2519	Салон связи	Салон-магазин МТС	55.675763	37.505824	просп. Вернадского, 39, Москва, Россия
2520	Магазин электроники	М.Видео	55.71938000000001	37.778807	Рязанский просп., 28, стр. 1, Москва, Россия
2521	Салон связи	Салон-магазин МТС	55.909218	37.720461	бул. Ветеранов, с2, Мытищи, Россия
2522	Магазин электроники	Максимус	55.609787	37.605131	Кировоградская ул., 15, Москва, Россия
2523	Салон связи	Связной	55.732647	37.664084	Воронцовская ул., 48, Москва, Россия
2524	Магазин электроники	Ютинет. РУ	55.753372	37.764555	2-й пр. Перова Поля, 9, Москва, Россия
2525	Магазин электроники	All-elements	55.717229	37.677831	Шарикоподшипниковская ул., 13, стр. 1, Москва, Россия
2526	Салон связи	Салон-магазин МТС	55.730045999999994	37.644268	Кожевническая ул., 5, стр. 4, Москва, Россия
2527	Магазин электроники	Радиомастер	55.844324	37.383642	Пятницкое ш., 18, Москва, Россия
2528	Магазин электроники	Ворлд Медиа	48.472178	135.075824	ул. Ленина, 31, Хабаровск, Россия
2529	Салон связи	Билайн	55.810601	37.797649	Уральская ул., 2, Москва, Россия
2530	Магазин электроники	Эксперт	52.651061	90.08864399999999	ул. Лазо, 1, Абаза, Россия
2531	Магазин электроники	НОУ-ХАУ	55.653314	37.64613	Каширское ш., 26, Москва, Россия
2532	Магазин электроники	Цифровой супермаркет DNS	55.6086	38.092948	ул. Гагарина, 56, Жуковский, Россия
2533	Магазин электроники	Breville	55.76721	37.59339	Большая Садовая ул., 10, Москва, Россия
2534	Магазин электроники	Цифровой супермаркет DNS	56.797375	60.580755	ул. Амундсена, 63А, Екатеринбург, Россия
2535	Магазин электроники	НОУ-ХАУ	55.886605	37.660748999999996	Широкая ул., 12Б, Москва, Россия
2536	Магазин электроники	Цифровой супермаркет DNS	53.510921999999994	49.456769	ул. Баныкина, 74, Тольятти, Россия
2537	Магазин электроники	Максимус	55.69586999999999	37.664896	просп. Андропова, 8, Москва, Россия
2538	Салон связи	Салон-магазин МТС	55.692115	37.8964	ул. Побратимов, 7, Люберцы, Россия
2539	Салон связи	Евросеть	55.602759999999996	37.35326	23Б, 1-й микрорайон, Московский, Россия
2540	Магазин электроники	Ilab	51.528621	46.03391	ул. имени А.Н. Радищева, 25, Саратов, Россия
2541	Салон связи	Мобил элемент	55.851477	37.451361	ул. Свободы, 57, Москва, Россия
2542	Салон связи	МегаФон	55.818387	37.629951	ул. Цандера, 7, корп. 2А, Москва, Россия
2543	Салон связи	Телефон.ру	56.298081999999994	39.379519	ул. 3-го Интернационала, 67, Кольчугино, Россия
2544	Салон связи	Салон-магазин МТС	56.1755	40.4623	ул. Растопчина, 24А, Владимир, Россия
2545	Магазин электроники	Эльдорадо	55.864087	37.545674	Дмитровское ш., 89, Москва, Россия
2546	Салон связи	Мегапиксель	54.634365	39.6888	Московское ш., 21, Рязань, Россия
2547	Магазин электроники	Цифровой супермаркет DNS	68.960652	33.073225	просп. Ленина, 47, Мурманск, Россия
2548	Магазин электроники	Хом шопинг раша	55.746205	37.716656	2-й Кабельный пр., 2А, Москва, Россия
2549	Салон связи	Tele2	56.343258	37.549813	ул. Бирлово Поле, 1, Дмитров, Россия
2550	Салон связи	МегаФон	56.149376000000004	40.375849	ул. Горького, 84, Владимир, Россия
2551	Магазин электроники	Цифровой супермаркет DNS	59.851532999999996	30.26125	Ленинский просп., 121ВК5, Санкт-Петербург, Россия
2552	Салон связи	Bestskupka	55.76064100000001	37.658203	ул. Земляной Вал, 21/2с1, Москва, Россия
2553	Магазин электроники	DNS цифровая и бытовая техника	64.539812	40.52008	Воскресенская ул., 7, Архангельск, Россия
2554	Магазин электроники	Интернет-магазин Orderit	55.741758999999995	37.501312	Багратионовский пр., 7, корп. 2, Москва, Россия
2555	Магазин электроники	Poisk Home	45.068014	38.973556	ул. Дзержинского, 42, Краснодар, Россия
2556	Салон связи	Onemac	55.818877	37.346739	Знаменская ул., 5, квартал Коммунальный, Красногорск, Россия
2557	Салон связи	Билайн	56.847498	35.906219	просп. Чайковского, 24/2Б, Тверь, Россия
2558	Салон связи	Tele2	56.342897	37.515958000000005	Загорская ул., 22, Дмитров, Россия
2559	Салон связи	МегаФон	55.485276	37.304636	Академическая площадь, 3, Троицк, Россия
2560	Магазин электроники	Onlainmag	55.677884999999996	37.747334	Краснодарская ул., 17, Москва, Россия
2561	Салон связи	МегаФон	55.856916000000005	38.443259999999995	ул. 3-го Интернационала, 50, Ногинск, Россия
2562	Салон связи	Связной	55.7996	38.9777	ул. Ленина, 51, Орехово-Зуево, Россия
2563	Салон связи	Билайн	56.196842000000004	36.956799	Красная ул., 157, Солнечногорск, Россия
2564	Салон связи	Салон-магазин МТС	55.888633999999996	37.588955	Алтуфьевское ш., 70, корп. 1, Москва, Россия
2565	Салон связи	Салон-магазин МТС	54.514253000000004	36.259432000000004	ул. Кирова, 25, Калуга, Россия
2566	Салон связи	Цифровой супермаркет DNS	47.106532	39.428498	просп. Зои Космодемьянской, 54, Азов, Россия
2567	Магазин электроники	Youhappy.net	55.605236	37.609334999999994	Варшавское ш., 131, корп. 1, Москва, Россия
2568	Салон связи	Билайн	55.75221	37.594158	ул. Новый Арбат, 13, Москва, Россия
2569	Салон связи	Билайн	55.679126000000004	37.894273	Смирновская ул., 16, Люберцы, Россия
2570	Магазин электроники	Магазин электроники	55.75571899999999	37.832689	ул. Молостовых, 13, корп. 1, Москва, Россия
2571	Магазин электроники	Цифровой супермаркет DNS	54.673853	39.656442999999996	Станкозаводская ул., 31, Рязань, Россия
2572	Салон связи	Связной	56.1149	40.3325	Московское ш., 2, Владимир, Россия
2573	Магазин электроники	2 Клика	59.93373100000001	30.430727	Уткин просп., 11, корп. 2, Санкт-Петербург, Россия
2574	Салон связи	Салон-магазин МТС	54.62689399999999	39.76763	ул. Есенина, 13Г, Рязань, Россия
2575	Салон связи	Парк	44.957799	34.108349	просп. Кирова, 82, Симферополь, Россия
2576	Салон связи	Связной	55.747555000000006	37.705857	ш. Энтузиастов, 12, корп. 2, Москва, Россия
2577	Салон связи	Салон-магазин МТС	56.867355	35.906138	ул. Горького, 18, Тверь, Россия
2578	Магазин электроники	Morozilnik.ru	55.802333999999995	38.976314	Центральный бул., 7, Орехово-Зуево, Россия
2579	Салон связи	Салон-магазин МТС	56.883235	35.84115	ул. Паши Савельевой, 27, корп. 1, Тверь, Россия
2580	Магазин электроники	Netostore.ru	55.740429000000006	37.504173	ул. Барклая, 6, Москва, Россия
2581	Магазин электроники	ManiaMart	55.883186	37.642922999999996	Полярная ул., 32, корп. 2, Москва, Россия
2582	Магазин электроники	Vr-box-moscow.ru	55.754284	37.802994	Зелёный просп., 57/14, Москва, Россия
2583	Салон связи	Магазин Samsung	55.916231999999994	37.7592	Шараповский пр., вл2с3, Мытищи, Россия
2584	Салон связи	Билайн	54.853685999999996	38.561961	ул. Ленина, 35, Озёры, Россия
2585	Салон связи	Билайн	55.484998	37.305084	Академическая площадь, 3, Троицк, Россия
2586	Магазин электроники	Цифровой супермаркет DNS	55.76345799999999	49.232064	ул. Юлиуса Фучика, 90, Казань, Россия
2587	Магазин электроники	Чистый Звук	55.735941000000004	37.588027000000004	Зубовский пр., 3, Москва, Россия
2588	Магазин электроники	М.Видео	55.095675	38.763974	Советская площадь, 8, Коломна, Россия
2589	Магазин электроники	Магазин Антенны	56.84769300000001	35.817215000000004	просп. 50 лет Октября, 6, Тверь, Россия
2590	Магазин электроники	Panasonic Eplaza	55.710027000000004	37.623834	Большая Тульская ул., 11, Москва, Россия
2591	Магазин электроники	Трехмерное фото	55.708496	37.656613	ул. Мастеркова, 4, Москва, Россия
2592	Салон связи	НОУ-ХАУ	55.677902	37.507448	просп. Вернадского, 14А, Москва, Россия
2593	Салон связи	Агентство связи	55.739755	37.654009	ул. Большие Каменщики, 1, Москва, Россия
2594	Магазин электроники	Максимус	56.298377	38.174859999999995	Птицеградская ул., 2Б, поселок Птицеград, Сергиев Посад, Россия
2595	Салон связи	Связной	55.763560999999996	37.844184000000006	МКАД, 2-й километр, 2, Реутов, Россия
2596	Магазин электроники	Сервисный центр Apple	55.486205000000005	37.305103	Академическая площадь, 42, Троицк, Россия
2597	Магазин электроники	Цифровой супермаркет DNS	55.651389	37.742652	Люблинская ул., 102А, Москва, Россия
2598	Салон связи	Tele2	55.681466	37.621846000000005	Варшавское ш., 32Г, Москва, Россия
2599	Магазин электроники	Samsung	55.742124	37.503978000000004	Багратионовский пр., 7, корп. 3, Москва, Россия
2600	Магазин электроники	Интернет-магазин DeskFi.ru	55.76169	37.718149	2-я Синичкина ул., 9А, стр. 3, Москва, Россия
2601	Магазин электроники	БытОптТорг	51.643803999999996	39.269413	Баррикадная ул., 7, Воронеж, Россия
2602	Салон связи	Салон-магазин МТС	56.3986	38.7067	Вокзальная ул., 15, Александров, Россия
2603	Магазин электроники	The iStore	54.634365	39.6888	Московское ш., 21, Рязань, Россия
2604	Магазин электроники	DISPlay	55.670021	37.552479999999996	Профсоюзная ул., 56, Москва, Россия
2605	Салон связи	Салон-магазин МТС	55.82245699999999	37.933406	Балашихинское ш., 10, Балашиха, Россия
2606	Салон связи	Axess	48.497492	135.09793200000001	ул. Карла Маркса, 91, Хабаровск, Россия
2607	Салон связи	Салон-магазин МТС	55.693332999999996	37.971302	Заречная ул., 29, д. Марусино, Россия
2608	Салон связи	Связной	55.374999	37.540075	просп. 50 лет Октября, 7/7, микрорайон Климовск, Подольск, Россия
2609	Салон связи	Билайн	56.39755400000001	38.703914000000005	Вокзальная ул., 7, Александров, Россия
2610	Салон связи	НОУ-ХАУ	56.175520999999996	36.998959	Красная ул., 22А, Солнечногорск, Россия
2611	Магазин электроники	Магазин электроники	55.857392000000004	37.350615000000005	Пятницкое ш., 43, Москва, Россия
2612	Салон связи	Связной	55.7263	37.681	Волгоградский просп., 26, стр. 1, Москва, Россия
2613	Салон связи	Связной	55.91449300000001	37.866827	просп. Космонавтов, 20А, Королёв, Россия
2614	Магазин электроники	Премьер Техно	55.634554	37.439054	Киевское шоссе, 22-й километр, дв4с2кВ, Россия
2615	Магазин электроники	Видео Xxx	43.678929	43.535607	просп. Ленина, 28, Баксан, Россия
2616	Салон связи	Сотэлит	67.615525	33.66859	просп. Ленина, 3, Кировск, Россия
2617	Салон связи	Магазин Asus	55.654925	37.832088	МКАД, 14-й километр, 30, Москва, Россия
2618	Салон связи	Связной	55.532	35.6067	Привокзальная площадь, 15, п. г. т. Уваровка, Россия
2619	Магазин электроники	Sony centre	55.84585500000001	37.662093	просп. Мира, 211, корп. 2, Москва, Россия
2620	Салон связи	МегаФон	55.82079	37.642103999999996	просп. Мира, 146, Москва, Россия
2621	Салон связи	Tele2	55.615584	36.986736	Привокзальная площадь, 5, Россия
2622	Магазин электроники	Орион 33	56.14990699999999	38.847770000000004	Привокзальная ул., 22А, Киржач, Россия
2623	Салон связи	Билайн	56.341836	37.520976	Загорская ул., 34А, Дмитров, Россия
2624	Салон связи	Kom-Tel	54.628831000000005	39.71338	Первомайский просп., 45, Рязань, Россия
2625	Магазин электроники	Цифровой супермаркет DNS	68.91471	33.094769	Кольский просп., 158, Мурманск, Россия
2626	Магазин электроники	Sony Centre	55.754367	37.620788	Красная площадь, 3, Москва, Россия
2627	Магазин электроники	Позитроника Поинт	58.59115500000001	49.677419	ул. Свободы, 131, Ленинский район, Киров, Россия
2628	Магазин электроники	Чехов Сателлит	55.146131000000004	37.488583	Вишнёвый бул., 3/1, Чехов, Россия
2629	Салон связи	МегаФон	55.661542000000004	37.227892	Дальняя ул., 15, село Акулово, Россия
2630	Магазин электроники	Samsung	55.804476	38.97419	ул. Якова Флиера, 4, Орехово-Зуево, Россия
2631	Салон связи	Mob_service	55.626086	37.666270000000004	Луганская ул., 5, Москва, Россия
2632	Салон связи	Связной	55.716747	37.792506	Рязанский просп., 46, Москва, Россия
2633	Салон связи	Билайн	54.54071	36.313594	Грабцевское ш., 59, Калуга, Россия
2634	Салон связи	Связной	55.0932	36.6156	ул. Лейпунского, 1, Обнинск, Россия
2635	Салон связи	Салон-магазин МТС	55.420137	37.547764	Большая Серпуховская ул., 45, Подольск, Россия
2636	Салон связи	Связной	55.7667	37.3816	Рублёвское ш., 62, Москва, Россия
2637	Магазин электроники	Мир диагноста	55.644902	37.519422	ул. Миклухо-Маклая, 18, корп. 2, Москва, Россия
2638	Салон связи	Салон-магазин МТС	55.4269	37.504957	Октябрьский просп., 9В, Подольск, Россия
2639	Магазин электроники	X Sound	48.722967	44.532121999999994	ул. 7-й Гвардейской, 17, Волгоград, Россия
2640	Магазин электроники	Цифровой супермаркет DNS	52.80145	104.734335	ул. Ербанова, 44, посёлок Усть-Ордынский, Россия
2641	Магазин электроники	Носимо	55.77316999999999	37.677642999999996	Спартаковская ул., 21, Москва, Россия
2642	Магазин электроники	Первый Спутниковый	56.132755	40.41604	Большая Московская ул., 65, Владимир, Россия
2643	Магазин электроники	Simple Distribution	55.706669999999995	37.692054999999996	Южнопортовая ул., 7, Москва, Россия
2644	Салон связи	Сервисный центр Device	54.514781000000006	36.251172	ул. Кирова, 22/45, Калуга, Россия
2645	Магазин электроники	Техноволга	53.207372	50.221385	ул. Дыбенко, 120А, Самара, Россия
2646	Магазин электроники	5 элемент	53.900580000000005	27.446689000000003	ул. Одинцова, 20, Минск, Беларусь
2647	Салон связи	Связной	55.9909	40.0204	ул. Димитрова, 9, Собинка, Россия
2648	Салон связи	Телефон.ру	55.841190000000005	37.18056	Институтская ул., 17, рабочий посёлок Нахабино, Россия
2649	Салон связи	Салон-магазин МТС	55.827266	37.444868	Тушинская ул., 16, Москва, Россия
