stop_id;stop_sequence;route_id;service_id;using_trip_id;using_trip_id__next;stop_id__using_trip_id;stop_id__using_trip_id__next;time
225;23;687;3112030;687_3112030_10_302;687_3112030_10_302;225__65;226__65;1.0
226;24;687;3112030;687_3112030_10_302;687_3112030_10_302;226__65;227__65;1.0
227;25;687;3112030;687_3112030_10_302;687_3112030_10_302;227__65;1002208__65;1.0
1002208;26;687;3112030;687_3112030_10_302;687_3112030_10_201;1002208__65;1435__65;-33.0
1435;2;687;3112030;687_3112030_10_201;687_3112030_10_302;1435__65;1464__65;34.0
1464;27;687;3112030;687_3112030_10_302;687_3112030_10_302;1464__65;1465__65;3.0
1465;28;687;3112030;687_3112030_10_302;687_3112030_10_302;1465__65;208__65;3.0
208;29;687;3112030;687_3112030_10_302;687_3112030_10_302;208__65;209__65;1.0
209;30;687;3112030;687_3112030_10_302;687_3112030_10_302;209__65;210__65;1.0
210;31;687;3112030;687_3112030_10_302;687_3112030_10_201;210__65;280__65;-16.0
280;18;687;3112030;687_3112030_10_201;687_3112030_10_201;280__65;281__65;2.0
281;19;687;3112030;687_3112030_10_201;687_3112030_10_201;281__65;1004__65;2.0
1004;20;687;3112030;687_3112030_10_201;687_3112030_10_201;1004__65;282__65;2.0
282;21;687;3112030;687_3112030_10_201;687_3112030_10_201;282__65;203__65;2.0
203;22;687;3112030;687_3112030_10_201;687_3112030_10_201;203__65;204__65;1.0
204;23;687;3112030;687_3112030_10_201;687_3112030_10_201;204__65;11256__65;-37.0
11256;1;687;3112030;687_3112030_10_201;687_3112030_10_302;11256__65;11256__65;50.0
11256;35;687;3112030;687_3112030_10_302;687_3112030_10_201;11256__65;17044__65;-32.0
17044;11;687;3112030;687_3112030_10_201;687_3112030_10_201;17044__65;1003__65;3.0
1003;13;687;3112030;687_3112030_10_201;687_3112030_10_201;1003__65;279__65;2.0
279;14;687;3112030;687_3112030_10_201;687_3112030_10_201;279__65;10280__65;1.0
10280;15;687;3112030;687_3112030_10_201;687_3112030_10_201;10280__65;268__65;1.0
268;16;687;3112030;687_3112030_10_201;687_3112030_10_201;268__65;1000464__65;-9.0
1000464;10;687;3112030;687_3112030_10_201;687_3112030_10_201;1000464__65;10250__65;3.0
10250;12;687;3112030;687_3112030_10_201;687_3112030_10_302;10250__65;265__65;-8.0
265;10;687;3112030;687_3112030_10_302;687_3112030_10_302;265__65;10869__65;1.0
10869;11;687;3112030;687_3112030_10_302;687_3112030_10_302;10869__65;1008714__65;35.0
1008714;33;687;3112030;687_3112030_10_302;687_3112030_10_302;1008714__65;111__65;-25.0
111;17;687;3112030;687_3112030_10_302;687_3112030_10_302;111__65;278__65;-9.0
278;12;687;3112030;687_3112030_10_302;687_3112030_10_302;278__65;7346__65;2.0
7346;13;687;3112030;687_3112030_10_302;687_3112030_10_302;7346__65;1008713__65;33.0
1008713;34;687;3112030;687_3112030_10_302;1649_3101295_10_301;1008713__65;1009085__898К;-544.0
1009085;4;1649;3101295;1649_3101295_10_301;1649_3101295_10_301;1009085__898К;1002892__898К;-4.0
1002892;1;1649;3101295;1649_3101295_10_301;1649_3101295_11_301;1002892__898К;1002892__898К;15.0
1002892;7;1649;3101295;1649_3101295_11_301;1649_3101295_10_301;1002892__898К;1009083__898К;-10.0
1009083;5;1649;3101295;1649_3101295_10_301;1649_3101295_10_301;1009083__898К;1001414__898К;-5.0
1001414;2;1649;3101295;1649_3101295_10_301;1649_3101295_10_301;1001414__898К;1009087__898К;3.0
1009087;3;1649;3101295;1649_3101295_10_301;1649_3101295_10_301;1009087__898К;1001419__898К;4.0
1001419;6;1649;3101295;1649_3101295_10_301;806_3107910_11_701;1001419__898К;1002892__860;463.0
1002892;20;806;3107910;806_3107910_11_701;806_3107910_11_701;1002892__860;1002239__860;-2.0
1002239;18;806;3107910;806_3107910_11_701;806_3107910_11_701;1002239__860;1001413__860;1.0
1001413;19;806;3107910;806_3107910_11_701;806_3107910_11_701;1001413__860;1002656__860;-32.0
1002656;4;806;3107910;806_3107910_11_701;806_3107910_10_701;1002656__860;15992__860;-10.0
15992;14;806;3107910;806_3107910_10_701;806_3107910_11_701;15992__860;15990__860;6.0
15990;2;806;3107910;806_3107910_11_701;806_3107910_11_701;15990__860;1002659__860;1.0
1002659;3;806;3107910;806_3107910_11_701;806_3107910_11_701;1002659__860;16195__860;11.0
16195;9;806;3107910;806_3107910_11_701;806_3107910_11_701;16195__860;16199__860;2.0
16199;10;806;3107910;806_3107910_11_701;806_3107910_11_701;16199__860;16191__860;2.0
16191;11;806;3107910;806_3107910_11_701;806_3107910_11_701;16191__860;16200__860;1.0
16200;12;806;3107910;806_3107910_11_701;806_3107910_11_701;16200__860;16188__860;1.0
16188;13;806;3107910;806_3107910_11_701;806_3107910_11_701;16188__860;1002796__860;1.0
1002796;14;806;3107910;806_3107910_11_701;806_3107910_11_701;1002796__860;16906__860;2.0
16906;15;806;3107910;806_3107910_11_701;806_3107910_11_701;16906__860;16907__860;3.0
16907;16;806;3107910;806_3107910_11_701;806_3107910_11_701;16907__860;9722__860;-26.0
9722;1;806;3107910;806_3107910_11_701;806_3107910_10_701;9722__860;9722__860;-1.0
9722;15;806;3107910;806_3107910_10_701;806_3107910_11_701;9722__860;15994__860;10.0
15994;5;806;3107910;806_3107910_11_701;806_3107910_11_701;15994__860;16196__860;1.0
16196;6;806;3107910;806_3107910_11_701;806_3107910_11_701;16196__860;16197__860;1.0
16197;7;806;3107910;806_3107910_11_701;806_3107910_11_701;16197__860;1002663__860;20.0
1002663;17;806;3107910;806_3107910_11_701;806_3107910_11_701;1002663__860;16198__860;-18.0
16198;8;806;3107910;806_3107910_11_701;806_3107910_10_701;16198__860;1002664__860;-38.0
1002664;3;806;3107910;806_3107910_10_701;806_3107910_10_701;1002664__860;1000841__860;3.0
1000841;4;806;3107910;806_3107910_10_701;806_3107910_10_701;1000841__860;18039__860;3.0
18039;5;806;3107910;806_3107910_10_701;806_3107910_10_701;18039__860;16190__860;5.0
16190;8;806;3107910;806_3107910_10_701;806_3107910_10_701;16190__860;16192__860;1.0
16192;9;806;3107910;806_3107910_10_701;806_3107910_10_701;16192__860;15978__860;2.0
15978;10;806;3107910;806_3107910_10_701;806_3107910_10_701;15978__860;16193__860;1.0
16193;11;806;3107910;806_3107910_10_701;806_3107910_10_701;16193__860;16187__860;-7.0
16187;6;806;3107910;806_3107910_10_701;806_3107910_10_701;16187__860;14709__860;2.0
14709;7;806;3107910;806_3107910_10_701;806_3107910_10_701;14709__860;16194__860;7.0
16194;12;806;3107910;806_3107910_10_701;806_3107910_10_701;16194__860;16002__860;2.0
16002;13;806;3107910;806_3107910_10_701;1080_3111286_10_201;16002__860;10019__С1;24.0
10019;11;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10019__С1;10238__С1;1.0
10238;12;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10238__С1;10240__С1;2.0
10240;13;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10240__С1;10242__С1;1.0
10242;14;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10242__С1;10246__С1;1.0
10246;15;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10246__С1;9736__С1;-10.0
9736;8;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9736__С1;10876__С1;19.0
10876;21;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10876__С1;10235__С1;-15.0
10235;10;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10235__С1;10734__С1;8.0
10734;16;1080;3111286;1080_3111286_10_201;1080_3111286_11_201;10734__С1;10875__С1;45.0
10875;12;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10875__С1;10245__С1;8.0
10245;18;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10245__С1;10241__С1;1.0
10241;19;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10241__С1;10239__С1;2.0
10239;20;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10239__С1;10237__С1;2.0
10237;21;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10237__С1;9731__С1;1.0
9731;22;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9731__С1;10018__С1;1.0
10018;23;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10018__С1;10236__С1;1.0
10236;24;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10236__С1;9734__С1;3.0
9734;26;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9734__С1;9735__С1;1.0
9735;27;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9735__С1;10243__С1;-13.0
10243;17;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10243__С1;1000514__С1;-18.0
1000514;5;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;1000514__С1;9583__С1;2.0
9583;6;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9583__С1;9586__С1;1.0
9586;7;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9586__С1;9590__С1;2.0
9590;8;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9590__С1;9592__С1;2.0
9592;9;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9592__С1;10473__С1;1.0
10473;10;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10473__С1;9596__С1;1.0
9596;11;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9596__С1;10873__С1;7.0
10873;15;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10873__С1;9072__С1;1.0
9072;16;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9072__С1;10720__С1;16.0
10720;28;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10720__С1;10684__С1;2.0
10684;29;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10684__С1;10365__С1;1.0
10365;30;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10365__С1;10632__С1;2.0
10632;31;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10632__С1;10633__С1;1.0
10633;32;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10633__С1;10634__С1;2.0
10634;33;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10634__С1;13299__С1;3.0
13299;34;1080;3111286;1080_3111286_11_201;1080_3111286_10_201;13299__С1;13299__С1;-98.0
13299;1;1080;3111286;1080_3111286_10_201;1080_3111286_11_201;13299__С1;10116__С1;51.0
10116;1;1080;3111286;1080_3111286_11_201;1080_3111286_10_201;10116__С1;10116__С1;-11.0
10116;32;1080;3111286;1080_3111286_10_201;1080_3111286_11_201;10116__С1;10117__С1;11.0
10117;2;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10117__С1;10119__С1;1.0
10119;3;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10119__С1;10121__С1;1.0
10121;4;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;10121__С1;9733__С1;30.0
9733;25;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9733__С1;9597__С1;-16.0
9597;13;1080;3111286;1080_3111286_11_201;1080_3111286_11_201;9597__С1;9599__С1;2.0
9599;14;1080;3111286;1080_3111286_11_201;1080_3111286_10_201;9599__С1;10718__С1;-65.0
10718;5;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10718__С1;9593__С1;6.0
9593;9;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9593__С1;16424__С1;11.0
16424;17;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;16424__С1;9073__С1;1.0
9073;18;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9073__С1;9598__С1;1.0
9598;19;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9598__С1;9776__С1;2.0
9776;20;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9776__С1;9595__С1;3.0
9595;22;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9595__С1;10659__С1;1.0
10659;23;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10659__С1;9591__С1;1.0
9591;24;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9591__С1;9589__С1;2.0
9589;25;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9589__С1;9584__С1;1.0
9584;26;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9584__С1;9581__С1;1.0
9581;27;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;9581__С1;10124__С1;1.0
10124;28;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10124__С1;10122__С1;1.0
10122;29;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10122__С1;10118__С1;3.0
10118;31;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10118__С1;10799__С1;-38.0
10799;2;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10799__С1;10362__С1;1.0
10362;3;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10362__С1;10364__С1;1.0
10364;4;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10364__С1;10719__С1;3.0
10719;6;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10719__С1;10685__С1;1.0
10685;7;1080;3111286;1080_3111286_10_201;1080_3111286_10_201;10685__С1;10120__С1;31.0
10120;30;1080;3111286;1080_3111286_10_201;568_3111242_10_201;10120__С1;10019__293;-275.0
10019;16;568;3111242;568_3111242_10_201;568_3111242_11_201;10019__293;10876__293;16.0
10876;9;568;3111242;568_3111242_11_201;568_3111242_10_201;10876__293;10235__293;-17.0
10235;15;568;3111242;568_3111242_10_201;568_3111242_11_201;10235__293;10018__293;8.0
10018;4;568;3111242;568_3111242_11_201;568_3111242_11_201;10018__293;10236__293;1.0
10236;5;568;3111242;568_3111242_11_201;568_3111242_11_201;10236__293;9734__293;3.0
9734;7;568;3111242;568_3111242_11_201;568_3111242_10_201;9734__293;9735__293;-17.0
9735;13;568;3111242;568_3111242_10_201;568_3111242_11_201;9735__293;10116__293;35.0
10116;20;568;3111242;568_3111242_11_201;568_3111242_11_201;10116__293;9733__293;-19.0
9733;6;568;3111242;568_3111242_11_201;568_3111242_10_201;9733__293;9593__293;-13.0
9593;14;568;3111242;568_3111242_10_201;568_3111242_11_201;9593__293;9595__293;20.0
9595;10;568;3111242;568_3111242_11_201;568_3111242_11_201;9595__293;10659__293;1.0
10659;11;568;3111242;568_3111242_11_201;568_3111242_11_201;10659__293;9591__293;1.0
9591;12;568;3111242;568_3111242_11_201;568_3111242_11_201;9591__293;9589__293;2.0
9589;13;568;3111242;568_3111242_11_201;568_3111242_11_201;9589__293;9584__293;1.0
9584;14;568;3111242;568_3111242_11_201;568_3111242_11_201;9584__293;9581__293;1.0
9581;15;568;3111242;568_3111242_11_201;568_3111242_11_201;9581__293;10124__293;1.0
10124;16;568;3111242;568_3111242_11_201;568_3111242_11_201;10124__293;10122__293;1.0
10122;17;568;3111242;568_3111242_11_201;568_3111242_11_201;10122__293;10118__293;3.0
10118;19;568;3111242;568_3111242_11_201;568_3111242_11_201;10118__293;10120__293;-1.0
10120;18;568;3111242;568_3111242_11_201;568_3111242_11_201;10120__293;10449__293;-23.0
10449;2;568;3111242;568_3111242_11_201;568_3111242_11_201;10449__293;10447__293;1.0
10447;3;568;3111242;568_3111242_11_201;568_3111242_10_201;10447__293;10446__293;-4.0
10446;17;568;3111242;568_3111242_10_201;568_3111242_10_201;10446__293;1001550__293;1.0
1001550;18;568;3111242;568_3111242_10_201;568_3111242_11_201;1001550__293;1001550__293;1.0
1001550;1;568;3111242;568_3111242_11_201;655_3112997_1_207;1001550__293;10773__1004;29.0
10773;79;655;3112997;655_3112997_1_207;655_3112997_1_710;10773__1004;10773__1004;58.0
10773;86;655;3112997;655_3112997_1_710;655_3112997_1_714;10773__1004;10773__1004;-304.0
10773;46;655;3112997;655_3112997_1_714;655_3112997_1_207;10773__1004;8994__1004;248.0
8994;80;655;3112997;655_3112997_1_207;655_3112997_1_710;8994__1004;8994__1004;58.0
8994;87;655;3112997;655_3112997_1_710;655_3112997_1_714;8994__1004;8994__1004;-305.0
8994;47;655;3112997;655_3112997_1_714;655_3112997_1_206;8994__1004;10771__1004;9.0
10771;6;655;3112997;655_3112997_1_206;655_3112997_1_206;10771__1004;10772__1004;1.0
10772;7;655;3112997;655_3112997_1_206;655_3112997_1_207;10772__1004;10732__1004;238.0
10732;81;655;3112997;655_3112997_1_207;655_3112997_1_710;10732__1004;10732__1004;58.0
10732;88;655;3112997;655_3112997_1_710;655_3112997_1_714;10732__1004;10732__1004;-305.0
10732;48;655;3112997;655_3112997_1_714;655_3112997_1_207;10732__1004;8997__1004;248.0
8997;82;655;3112997;655_3112997_1_207;655_3112997_1_710;8997__1004;8997__1004;58.0
8997;89;655;3112997;655_3112997_1_710;655_3112997_1_714;8997__1004;8997__1004;-305.0
8997;49;655;3112997;655_3112997_1_714;655_3112997_1_207;8997__1004;8999__1004;248.0
8999;83;655;3112997;655_3112997_1_207;655_3112997_1_710;8999__1004;8999__1004;58.0
8999;90;655;3112997;655_3112997_1_710;655_3112997_1_714;8999__1004;8999__1004;-305.0
8999;50;655;3112997;655_3112997_1_714;655_3112997_1_207;8999__1004;9366__1004;248.0
9366;84;655;3112997;655_3112997_1_207;655_3112997_1_710;9366__1004;9366__1004;58.0
9366;91;655;3112997;655_3112997_1_710;655_3112997_1_714;9366__1004;9366__1004;-305.0
9366;51;655;3112997;655_3112997_1_714;655_3112997_1_206;9366__1004;11242__1004;0.0
11242;2;655;3112997;655_3112997_1_206;655_3112997_1_206;11242__1004;10757__1004;-1.0
10757;1;655;3112997;655_3112997_1_206;655_3112997_1_207;10757__1004;10757__1004;249.0
10757;85;655;3112997;655_3112997_1_207;655_3112997_1_710;10757__1004;10757__1004;58.0
10757;92;655;3112997;655_3112997_1_710;655_3112997_1_714;10757__1004;10757__1004;-305.0
10757;52;655;3112997;655_3112997_1_714;655_3112997_1_206;10757__1004;1002658__1004;19.0
1002658;15;655;3112997;655_3112997_1_206;655_3112997_1_206;1002658__1004;1002656__1004;1.0
1002656;16;655;3112997;655_3112997_1_206;655_3112997_1_206;1002656__1004;1002661__1004;2.0
1002661;17;655;3112997;655_3112997_1_206;655_3112997_1_206;1002661__1004;11229__1004;-15.0
11229;8;655;3112997;655_3112997_1_206;655_3112997_1_206;11229__1004;9251__1004;2.0
9251;9;655;3112997;655_3112997_1_206;655_3112997_1_206;9251__1004;1002660__1004;14.0
1002660;18;655;3112997;655_3112997_1_206;655_3112997_1_206;1002660__1004;10474__1004;-9.0
10474;12;655;3112997;655_3112997_1_206;655_3112997_1_206;10474__1004;9718__1004;1.0
9718;13;655;3112997;655_3112997_1_206;655_3112997_1_206;9718__1004;9947__1004;1.0
9947;14;655;3112997;655_3112997_1_206;655_3112997_1_206;9947__1004;9055__1004;-16.0
9055;3;655;3112997;655_3112997_1_206;655_3112997_1_206;9055__1004;8998__1004;1.0
8998;4;655;3112997;655_3112997_1_206;655_3112997_1_206;8998__1004;8996__1004;1.0
8996;5;655;3112997;655_3112997_1_206;655_3112997_1_206;8996__1004;1000530__1004;32.0
1000530;25;655;3112997;655_3112997_1_206;655_3112997_1_206;1000530__1004;1000523__1004;2.0
1000523;26;655;3112997;655_3112997_1_206;655_3112997_1_206;1000523__1004;1000551__1004;2.0
1000551;27;655;3112997;655_3112997_1_206;655_3112997_1_704;1000551__1004;1000393__1004;51.0
1000393;75;655;3112997;655_3112997_1_704;655_3112997_1_206;1000393__1004;1000393__1004;70.0
1000393;82;655;3112997;655_3112997_1_206;655_3112997_1_704;1000393__1004;1008811__1004;-69.0
1008811;76;655;3112997;655_3112997_1_704;655_3112997_1_206;1008811__1004;1008811__1004;70.0
1008811;83;655;3112997;655_3112997_1_206;655_3112997_1_704;1008811__1004;1001870__1004;-69.0
1001870;77;655;3112997;655_3112997_1_704;655_3112997_1_206;1001870__1004;1001870__1004;70.0
1001870;84;655;3112997;655_3112997_1_206;655_3112997_1_704;1001870__1004;17359__1004;-59.0
17359;83;655;3112997;655_3112997_1_704;655_3112997_1_206;17359__1004;17359__1004;70.0
17359;90;655;3112997;655_3112997_1_206;655_3112997_1_207;17359__1004;17359__1004;-70.0
17359;6;655;3112997;655_3112997_1_207;655_3112997_1_704;17359__1004;17353__1004;4.0
17353;84;655;3112997;655_3112997_1_704;655_3112997_1_206;17353__1004;17353__1004;70.0
17353;91;655;3112997;655_3112997_1_206;655_3112997_1_206;17353__1004;1000566__1004;-119.0
1000566;34;655;3112997;655_3112997_1_206;655_3112997_1_206;1000566__1004;1000568__1004;2.0
1000568;35;655;3112997;655_3112997_1_206;655_3112997_1_206;1000568__1004;1000570__1004;3.0
1000570;36;655;3112997;655_3112997_1_206;655_3112997_1_704;1000570__1004;17355__1004;46.0
17355;85;655;3112997;655_3112997_1_704;655_3112997_1_206;17355__1004;17355__1004;70.0
17355;92;655;3112997;655_3112997_1_206;655_3112997_1_704;17355__1004;17357__1004;-69.0
17357;86;655;3112997;655_3112997_1_704;655_3112997_1_206;17357__1004;17357__1004;70.0
17357;93;655;3112997;655_3112997_1_206;655_3112997_1_207;17357__1004;17357__1004;-89.0
17357;1;655;3112997;655_3112997_1_207;655_3112997_1_206;17357__1004;1000587__1004;-26.0
1000587;37;655;3112997;655_3112997_1_206;655_3112997_1_206;1000587__1004;1000589__1004;3.0
1000589;38;655;3112997;655_3112997_1_206;655_3112997_1_206;1000589__1004;17409__1004;4.0
17409;39;655;3112997;655_3112997_1_206;655_3112997_1_206;17409__1004;17407__1004;2.0
17407;40;655;3112997;655_3112997_1_206;655_3112997_1_206;17407__1004;17405__1004;2.0
17405;41;655;3112997;655_3112997_1_206;655_3112997_1_206;17405__1004;17404__1004;4.0
17404;42;655;3112997;655_3112997_1_206;655_3112997_1_206;17404__1004;17402__1004;2.0
17402;43;655;3112997;655_3112997_1_206;655_3112997_1_206;17402__1004;17395__1004;8.0
17395;46;655;3112997;655_3112997_1_206;655_3112997_1_206;17395__1004;17393__1004;2.0
17393;47;655;3112997;655_3112997_1_206;655_3112997_1_206;17393__1004;17954__1004;2.0
17954;48;655;3112997;655_3112997_1_206;655_3112997_1_207;17954__1004;17954__1004;53.0
17954;32;655;3112997;655_3112997_1_207;655_3112997_1_710;17954__1004;17954__1004;60.0
17954;39;655;3112997;655_3112997_1_710;655_3112997_1_206;17954__1004;17955__1004;-112.0
17955;49;655;3112997;655_3112997_1_206;655_3112997_1_207;17955__1004;17955__1004;53.0
17955;33;655;3112997;655_3112997_1_207;655_3112997_1_710;17955__1004;17955__1004;60.0
17955;40;655;3112997;655_3112997_1_710;655_3112997_1_206;17955__1004;18011__1004;-108.0
18011;50;655;3112997;655_3112997_1_206;655_3112997_1_207;18011__1004;18011__1004;53.0
18011;34;655;3112997;655_3112997_1_207;655_3112997_1_710;18011__1004;18011__1004;60.0
18011;41;655;3112997;655_3112997_1_710;655_3112997_1_714;18011__1004;18011__1004;-286.0
18011;1;655;3112997;655_3112997_1_714;655_3112997_1_206;18011__1004;17912__1004;174.0
17912;51;655;3112997;655_3112997_1_206;655_3112997_1_207;17912__1004;17912__1004;53.0
17912;35;655;3112997;655_3112997_1_207;655_3112997_1_710;17912__1004;17912__1004;60.0
17912;42;655;3112997;655_3112997_1_710;655_3112997_1_714;17912__1004;17912__1004;-286.0
17912;2;655;3112997;655_3112997_1_714;655_3112997_1_206;17912__1004;17956__1004;177.0
17956;52;655;3112997;655_3112997_1_206;655_3112997_1_207;17956__1004;17956__1004;53.0
17956;36;655;3112997;655_3112997_1_207;655_3112997_1_710;17956__1004;17956__1004;60.0
17956;43;655;3112997;655_3112997_1_710;655_3112997_1_714;17956__1004;17956__1004;-286.0
17956;3;655;3112997;655_3112997_1_714;655_3112997_1_206;17956__1004;17957__1004;174.0
17957;53;655;3112997;655_3112997_1_206;655_3112997_1_206;17957__1004;17389__1004;1.0
17389;54;655;3112997;655_3112997_1_206;655_3112997_1_206;17389__1004;17387__1004;2.0
17387;55;655;3112997;655_3112997_1_206;655_3112997_1_206;17387__1004;17386__1004;2.0
17386;56;655;3112997;655_3112997_1_206;655_3112997_1_206;17386__1004;17383__1004;3.0
17383;57;655;3112997;655_3112997_1_206;655_3112997_1_206;17383__1004;17381__1004;1.0
17381;58;655;3112997;655_3112997_1_206;655_3112997_1_206;17381__1004;17379__1004;1.0
17379;59;655;3112997;655_3112997_1_206;655_3112997_1_206;17379__1004;17378__1004;1.0
17378;60;655;3112997;655_3112997_1_206;655_3112997_1_206;17378__1004;17375__1004;1.0
17375;61;655;3112997;655_3112997_1_206;655_3112997_1_206;17375__1004;17372__1004;8.0
17372;66;655;3112997;655_3112997_1_206;655_3112997_1_207;17372__1004;17372__1004;2.0
17372;22;655;3112997;655_3112997_1_207;655_3112997_1_710;17372__1004;17372__1004;60.0
17372;29;655;3112997;655_3112997_1_710;655_3112997_1_206;17372__1004;17368__1004;-58.0
17368;69;655;3112997;655_3112997_1_206;655_3112997_1_206;17368__1004;1002304__1004;3.0
1002304;70;655;3112997;655_3112997_1_206;655_3112997_1_206;1002304__1004;1003202__1004;0.0
1003202;71;655;3112997;655_3112997_1_206;655_3112997_1_206;1003202__1004;17433__1004;-103.0
17433;22;655;3112997;655_3112997_1_206;655_3112997_1_206;17433__1004;1000526__1004;1.0
1000526;23;655;3112997;655_3112997_1_206;655_3112997_1_206;1000526__1004;1000527__1004;2.0
1000527;24;655;3112997;655_3112997_1_206;655_3112997_1_704;1000527__1004;17343__1004;53.0
17343;72;655;3112997;655_3112997_1_704;655_3112997_1_206;17343__1004;17343__1004;70.0
17343;79;655;3112997;655_3112997_1_206;655_3112997_1_704;17343__1004;17347__1004;-68.0
17347;73;655;3112997;655_3112997_1_704;655_3112997_1_206;17347__1004;17347__1004;70.0
17347;80;655;3112997;655_3112997_1_206;655_3112997_1_704;17347__1004;17348__1004;-69.0
17348;74;655;3112997;655_3112997_1_704;655_3112997_1_206;17348__1004;17348__1004;70.0
17348;81;655;3112997;655_3112997_1_206;655_3112997_1_206;17348__1004;1002753__1004;-134.0
1002753;19;655;3112997;655_3112997_1_206;655_3112997_1_206;1002753__1004;17432__1004;1.0
17432;20;655;3112997;655_3112997_1_206;655_3112997_1_206;17432__1004;17425__1004;1.0
17425;21;655;3112997;655_3112997_1_206;655_3112997_1_206;17425__1004;1000574__1004;16.0
1000574;28;655;3112997;655_3112997_1_206;655_3112997_1_206;1000574__1004;1000575__1004;1.0
1000575;29;655;3112997;655_3112997_1_206;655_3112997_1_206;1000575__1004;1000577__1004;4.0
1000577;30;655;3112997;655_3112997_1_206;655_3112997_1_704;1000577__1004;1000615__1004;45.0
1000615;78;655;3112997;655_3112997_1_704;655_3112997_1_206;1000615__1004;1000615__1004;70.0
1000615;85;655;3112997;655_3112997_1_206;655_3112997_1_704;1000615__1004;17350__1004;-69.0
17350;79;655;3112997;655_3112997_1_704;655_3112997_1_206;17350__1004;17350__1004;70.0
17350;86;655;3112997;655_3112997_1_206;655_3112997_1_704;17350__1004;1000451__1004;-68.0
1000451;80;655;3112997;655_3112997_1_704;655_3112997_1_206;1000451__1004;1000451__1004;70.0
1000451;87;655;3112997;655_3112997_1_206;655_3112997_1_206;1000451__1004;1000579__1004;-115.0
1000579;31;655;3112997;655_3112997_1_206;655_3112997_1_206;1000579__1004;1000581__1004;2.0
1000581;32;655;3112997;655_3112997_1_206;655_3112997_1_206;1000581__1004;1000564__1004;3.0
1000564;33;655;3112997;655_3112997_1_206;655_3112997_1_704;1000564__1004;17334__1004;42.0
17334;81;655;3112997;655_3112997_1_704;655_3112997_1_206;17334__1004;17334__1004;70.0
17334;88;655;3112997;655_3112997_1_206;655_3112997_1_207;17334__1004;17334__1004;-70.0
17334;4;655;3112997;655_3112997_1_207;655_3112997_1_704;17334__1004;17363__1004;2.0
