stop_id;stop_sequence;route_id;service_id;using_trip_id;using_trip_id__next;stop_id__using_trip_id;stop_id__using_trip_id__next;time
13283;37;14150245;1;14150245_1_10_1;14150245_1_10_1;13283__422;1002025__422;-10.0
1002025;28;14150245;1;14150245_1_10_1;14150245_1_10_1;1002025__422;13275__422;1.0
13275;29;14150245;1;14150245_1_10_1;14150245_1_10_1;13275__422;18003__422;1.0
18003;30;14150245;1;14150245_1_10_1;14150245_1_10_1;18003__422;1002023__422;1.0
1002023;31;14150245;1;14150245_1_10_1;14150245_1_10_1;1002023__422;15718__422;1.0
15718;32;14150245;1;14150245_1_10_1;14150245_1_10_1;15718__422;1002021__422;1.0
1002021;33;14150245;1;14150245_1_10_1;14150245_1_10_1;1002021__422;1002015__422;11.0
1002015;40;14150245;1;14150245_1_10_1;14150245_1_10_1;1002015__422;13596__422;1.0
13596;41;14150245;1;14150245_1_10_1;14150245_1_10_1;13596__422;1002009__422;6.0
1002009;46;14150245;1;14150245_1_10_1;141500166_1_1_1;1002009__422;4478__83;-818.0
4478;43;141500166;1;141500166_1_1_1;141500166_1_1_1;4478__83;4479__83;2.0
4479;44;141500166;1;141500166_1_1_1;141500300_1_10_1;4479__83;4589__314;596.0
4589;4;141500300;1;141500300_1_10_1;141500285_1_10_2;4589__314;4625__787;70.0
4625;7;141500285;1;141500285_1_10_2;141500300_1_10_1;4625__787;4625__314;-65.0
4625;6;141500300;1;141500300_1_10_1;141500275_1_10_1;4625__314;1636__291;213.0
1636;22;141500275;1;141500275_1_10_1;14150221_1_1_1;1636__291;1636__300;-759.0
1636;11;14150221;1;14150221_1_1_1;141500275_1_10_1;1636__300;15246__291;766.0
15246;27;141500275;1;141500275_1_10_1;141500158_1_10_1;15246__291;979__26;-166.0
979;28;141500158;1;141500158_1_10_1;141500169_1_10_10;979__26;979__100;-165.0
979;15;141500169;1;141500169_1_10_10;141500275_1_10_1;979__100;1641__291;309.0
1641;11;141500275;1;141500275_1_10_1;141500275_1_10_1;1641__291;1106__291;19.0
1106;24;141500275;1;141500275_1_10_1;141500275_1_10_1;1106__291;1107__291;1.0
1107;25;141500275;1;141500275_1_10_1;141500158_1_10_1;1107__291;1001616__26;-166.0
1001616;27;141500158;1;141500158_1_10_1;141500169_1_10_10;1001616__26;1001616__100;-164.0
1001616;14;141500169;1;141500169_1_10_10;141500275_1_10_1;1001616__100;1001616__291;331.0
1001616;26;141500275;1;141500275_1_10_1;14150221_1_1_1;1001616__291;1001616__300;-762.0
1001616;13;14150221;1;14150221_1_1_1;141500275_1_10_1;1001616__300;1635__291;754.0
1635;21;141500275;1;141500275_1_10_1;14150221_1_1_1;1635__291;1635__300;-758.0
1635;10;14150221;1;14150221_1_1_1;141500275_1_10_1;1635__300;732__291;762.0
732;23;141500275;1;141500275_1_10_1;14150221_1_1_1;732__291;732__300;-761.0
732;12;14150221;1;14150221_1_1_1;141500275_1_10_1;732__300;1640__291;743.0
1640;10;141500275;1;141500275_1_10_1;141500018_1_10_2;1640__291;981__597;-398.0
981;2;141500018;1;141500018_1_10_2;141500275_1_10_1;981__597;1112__291;395.0
1112;8;141500275;1;141500275_1_10_1;141500018_1_10_2;1112__291;990__597;-394.0
990;3;141500018;1;141500018_1_10_2;141500018_1_10_2;990__597;753__597;27.0
753;20;141500018;1;141500018_1_10_2;141500018_1_10_2;753__597;1638__597;-25.0
1638;4;141500018;1;141500018_1_10_2;14150221_1_10_11;1638__597;1638__300;42.0
1638;7;14150221;1;14150221_1_10_11;141500158_1_10_1;1638__300;991__26;169.0
991;5;141500158;1;141500158_1_10_1;141500275_1_10_1;991__26;1111__291;180.0
1111;7;141500275;1;141500275_1_10_1;141500275_1_10_1;1111__291;733__291;3.0
733;9;141500275;1;141500275_1_10_1;141500300_1_10_2;733__291;4619__314;-168.0
4619;25;141500300;1;141500300_1_10_2;141500285_1_10_1;4619__314;4619__787;55.0
4619;28;141500285;1;141500285_1_10_1;14150224_1_1_1;4619__787;4619__449;-648.0
4619;81;14150224;1;14150224_1_1_1;141500300_1_10_2;4619__449;4606__314;598.0
4606;27;141500300;1;141500300_1_10_2;141500166_1_1_1;4606__314;4456__83;-693.0
4456;5;141500166;1;141500166_1_1_1;141500196_1_10_1;4456__83;384__318;748.0
384;25;141500196;1;141500196_1_10_1;141500014_1_10_11;384__318;1019__412;-307.0
1019;2;141500014;1;141500014_1_10_11;141500014_1_10_11;1019__412;1020__412;1.0
1020;3;141500014;1;141500014_1_10_11;141500014_1_10_11;1020__412;1021__412;2.0
1021;5;141500014;1;141500014_1_10_11;14150219_1_10_1;1021__412;1022__456к;132.0
1022;6;14150219;1;14150219_1_10_1;141500167_1_1_1;1022__456к;388__88;-535.0
388;30;141500167;1;141500167_1_1_1;141500014_1_10_11;388__88;388__412;407.0
388;7;141500014;1;141500014_1_10_11;141500167_1_1_1;388__412;389__88;-406.0
389;31;141500167;1;141500167_1_1_1;141500014_1_10_11;389__88;389__412;407.0
389;8;141500014;1;141500014_1_10_11;141500167_1_1_1;389__412;1023__88;-406.0
1023;32;141500167;1;141500167_1_1_1;141500014_1_10_11;1023__88;1023__412;407.0
1023;9;141500014;1;141500014_1_10_11;141500167_1_1_1;1023__412;390__88;-406.0
390;33;141500167;1;141500167_1_1_1;141500014_1_10_11;390__88;390__412;407.0
390;10;141500014;1;141500014_1_10_11;141500167_1_1_1;390__412;391__88;-402.0
391;34;141500167;1;141500167_1_1_1;141500014_1_10_11;391__88;391__412;403.0
391;11;141500014;1;141500014_1_10_11;141500167_1_1_1;391__412;737__88;-402.0
737;35;141500167;1;141500167_1_1_1;14150219_1_10_1;737__88;737__456к;533.0
737;12;14150219;1;14150219_1_10_1;141500167_1_1_1;737__456к;15343__88;-531.0
15343;36;141500167;1;141500167_1_1_1;14150219_1_10_1;15343__88;15343__456к;532.0
15343;13;14150219;1;14150219_1_10_1;141500167_1_1_1;15343__456к;1447__88;-513.0
1447;47;141500167;1;141500167_1_1_1;141500302_1_10_2;1447__88;1447__488;397.0
1447;10;141500302;1;141500302_1_10_2;141500196_1_10_1;1447__488;379__318;274.0
379;23;141500196;1;141500196_1_10_1;141500176_1_10_3;379__318;2015__190;-279.0
2015;6;141500176;1;141500176_1_10_3;141500176_1_10_3;2015__190;2392__190;2.0
2392;7;141500176;1;141500176_1_10_3;141500176_1_10_3;2392__190;2016__190;2.0
2016;8;141500176;1;141500176_1_10_3;141500176_1_10_3;2016__190;2393__190;2.0
2393;9;141500176;1;141500176_1_10_3;141500327_1_1_1;2393__190;5395__464;-398.0
5395;21;141500327;1;141500327_1_1_1;141500327_1_1_1;5395__464;2395__464;1.0
2395;22;141500327;1;141500327_1_1_1;141500176_1_10_3;2395__464;2677__190;382.0
2677;1;141500176;1;141500176_1_10_3;141500327_1_1_1;2677__190;5594__464;-342.0
5594;43;141500327;1;141500327_1_1_1;141500176_1_10_3;5594__464;2014__190;349.0
2014;5;141500176;1;141500176_1_10_3;141500176_1_10_3;2014__190;2018__190;10.0
2018;10;141500176;1;141500176_1_10_3;141500327_1_1_1;2018__190;2384__464;-351.0
2384;45;141500327;1;141500327_1_1_1;141500176_1_10_1;2384__464;2684__190;319.0
2684;11;141500176;1;141500176_1_10_1;141500176_1_10_1;2684__190;2685__190;2.0
2685;12;141500176;1;141500176_1_10_1;141500176_1_10_1;2685__190;2688__190;5.0
2688;15;141500176;1;141500176_1_10_1;14150221_1_10_11;2688__190;2688__300;91.0
2688;18;14150221;1;14150221_1_10_11;141500176_1_10_1;2688__300;2021__190;-99.0
2021;10;141500176;1;141500176_1_10_1;141500252_1_1_1;2021__190;2005__554;-349.0
2005;35;141500252;1;141500252_1_1_1;141500252_1_1_1;2005__554;2006__554;1.0
2006;36;141500252;1;141500252_1_1_1;14150221_1_10_11;2006__554;8468__300;445.0
8468;17;14150221;1;14150221_1_10_11;141500257_1_1_1;8468__300;1978__575;-454.0
1978;29;141500257;1;141500257_1_1_1;141500257_1_1_1;1978__575;1979__575;1.0
1979;30;141500257;1;141500257_1_1_1;141500257_1_1_1;1979__575;1980__575;1.0
1980;31;141500257;1;141500257_1_1_1;141500257_1_1_1;1980__575;1981__575;1.0
1981;32;141500257;1;141500257_1_1_1;141500257_1_1_1;1981__575;1982__575;1.0
1982;33;141500257;1;141500257_1_1_1;141500327_1_1_1;1982__575;1983__464;38.0
1983;46;141500327;1;141500327_1_1_1;141500183_1_10_2;1983__464;1983__236;339.0
1983;13;141500183;1;141500183_1_10_2;141500229_1_1_1;1983__236;1983__459;-438.0
1983;28;141500229;1;141500229_1_1_1;141500257_1_1_1;1983__459;1983__575;62.0
1983;34;141500257;1;141500257_1_1_1;141500176_1_10_3;1983__575;1983__190;389.0
1983;12;141500176;1;141500176_1_10_3;141500183_1_10_2;1983__190;2019__236;-9.0
2019;14;141500183;1;141500183_1_10_2;141500229_1_1_1;2019__236;2019__459;-440.0
2019;29;141500229;1;141500229_1_1_1;141500257_1_1_1;2019__459;2019__575;62.0
2019;35;141500257;1;141500257_1_1_1;141500176_1_10_3;2019__575;2019__190;389.0
2019;13;141500176;1;141500176_1_10_3;141500327_1_1_1;2019__190;2020__464;-409.0
2020;19;141500327;1;141500327_1_1_1;141500229_1_1_1;2020__464;2020__459;-38.0
2020;31;141500229;1;141500229_1_1_1;141500257_1_1_1;2020__459;2020__575;82.0
2020;53;141500257;1;141500257_1_1_1;141500176_1_10_1;2020__575;2020__190;324.0
2020;9;141500176;1;141500176_1_10_1;141500183_1_10_1;2020__190;2020__236;17.0
2020;13;141500183;1;141500183_1_10_1;141500257_1_1_1;2020__236;2000__575;-340.0
2000;54;141500257;1;141500257_1_1_1;141500257_1_1_1;2000__575;2001__575;1.0
2001;55;141500257;1;141500257_1_1_1;141500257_1_1_1;2001__575;2002__575;1.0
2002;56;141500257;1;141500257_1_1_1;141500257_1_1_1;2002__575;2003__575;1.0
2003;57;141500257;1;141500257_1_1_1;141500252_1_1_1;2003__575;2004__554;-28.0
2004;34;141500252;1;141500252_1_1_1;141500252_1_1_14;2004__554;1974__554;82.0
1974;13;141500252;1;141500252_1_1_14;14150221_1_10_11;1974__554;1974__300;364.0
1974;16;14150221;1;14150221_1_10_11;141500183_1_10_2;1974__300;7132__236;-74.0
7132;12;141500183;1;141500183_1_10_2;141500229_1_1_1;7132__236;7132__459;-437.0
7132;27;141500229;1;141500229_1_1_1;141500176_1_10_3;7132__459;7132__190;450.0
7132;11;141500176;1;141500176_1_10_3;14150228_1_1_1;7132__190;6333__С14;-240.0
6333;20;14150228;1;14150228_1_1_1;14150228_1_1_1;6333__С14;14912__С14;5.0
14912;22;14150228;1;14150228_1_1_1;14150253_1_10_1;14912__С14;8311__504;691.0
8311;2;14150253;1;14150253_1_10_1;141500299_1_1_1;8311__504;4523__141;-825.0
4523;62;141500299;1;141500299_1_1_1;141500300_1_10_1;4523__141;4523__314;571.0
4523;14;141500300;1;141500300_1_10_1;14150224_1_1_1;4523__314;4523__449;-676.0
4523;13;14150224;1;14150224_1_1_1;141500298_1_10_1;4523__449;4523__125;111.0
4523;27;141500298;1;141500298_1_10_1;141500299_1_1_1;4523__125;4524__141;-4.0
4524;63;141500299;1;141500299_1_1_1;141500300_1_10_1;4524__141;4524__314;571.0
4524;15;141500300;1;141500300_1_10_1;14150224_1_1_1;4524__314;4524__449;-676.0
4524;14;14150224;1;14150224_1_1_1;141500298_1_10_1;4524__449;4524__125;111.0
4524;28;141500298;1;141500298_1_10_1;141500299_1_1_1;4524__125;4496__141;-4.0
4496;64;141500299;1;141500299_1_1_1;141500298_1_10_1;4496__141;4496__125;6.0
4496;29;141500298;1;141500298_1_10_1;141500299_1_1_1;4496__125;4525__141;-5.0
4525;65;141500299;1;141500299_1_1_1;141500298_1_10_1;4525__141;4525__125;7.0
4525;30;141500298;1;141500298_1_10_1;141500208_1_10_3;4525__125;4730__372;591.0
4730;28;141500208;1;141500208_1_10_3;141500298_1_10_5;4730__372;4495__125;-1007.0
4495;1;141500298;1;141500298_1_10_5;141500298_1_10_5;4495__125;4526__125;0.0
4526;2;141500298;1;141500298_1_10_5;141500298_1_10_5;4526__125;4497__125;2.0
4497;3;141500298;1;141500298_1_10_5;141500300_1_10_2;4497__125;4497__314;967.0
4497;16;141500300;1;141500300_1_10_2;14150224_1_1_1;4497__314;4497__449;-583.0
4497;74;14150224;1;14150224_1_1_1;141500298_1_10_5;4497__449;4499__125;-381.0
4499;5;141500298;1;141500298_1_10_5;141500300_1_10_2;4499__125;4499__314;967.0
4499;18;141500300;1;141500300_1_10_2;14150224_1_1_1;4499__314;4499__449;-584.0
4499;76;14150224;1;14150224_1_1_1;14150226_1_1_1;4499__449;1001330__974;119.0
1001330;56;14150226;1;14150226_1_1_1;141500208_1_10_3;1001330__974;1001330__372;499.0
1001330;27;141500208;1;141500208_1_10_3;141500298_1_10_5;1001330__372;4498__125;-1003.0
4498;4;141500298;1;141500298_1_10_5;141500300_1_10_2;4498__125;4498__314;967.0
4498;17;141500300;1;141500300_1_10_2;14150224_1_1_1;4498__314;4498__449;-583.0
4498;75;14150224;1;14150224_1_1_1;141500176_1_10_3;4498__449;2100__190;368.0
2100;2;141500176;1;141500176_1_10_3;141500176_1_10_3;2100__190;2101__190;2.0
2101;3;141500176;1;141500176_1_10_3;141500176_1_10_3;2101__190;2102__190;2.0
2102;4;141500176;1;141500176_1_10_3;141500252_1_1_1;2102__190;2129__554;-366.0
2129;37;141500252;1;141500252_1_1_1;141500252_1_1_1;2129__554;2130__554;1.0
2130;38;141500252;1;141500252_1_1_1;141500327_1_1_1;2130__554;2131__464;-38.0
2131;10;141500327;1;141500327_1_1_1;141500252_1_1_1;2131__464;2131__554;40.0
2131;39;141500252;1;141500252_1_1_1;14150221_1_1_1;2131__554;2131__300;2.0
2131;6;14150221;1;14150221_1_1_1;141500327_1_1_1;2131__300;1001038__464;-41.0
1001038;11;141500327;1;141500327_1_1_1;141500252_1_1_1;1001038__464;1001038__554;39.0
1001038;40;141500252;1;141500252_1_1_1;14150221_1_1_1;1001038__554;1001038__300;2.0
1001038;7;14150221;1;14150221_1_1_1;141500252_1_1_14;1001038__300;5008__554;64.0
5008;9;141500252;1;141500252_1_1_14;14150221_1_10_11;5008__554;5008__300;366.0
5008;14;14150221;1;14150221_1_10_11;141500183_1_10_2;5008__300;5898__236;-85.0
5898;1;141500183;1;141500183_1_10_2;141500183_1_10_2;5898__236;5899__236;0.0
5899;2;141500183;1;141500183_1_10_2;141500183_1_10_2;5899__236;5900__236;1.0
5900;3;141500183;1;141500183_1_10_2;141500267_1_10_1;5900__236;16097__641;284.0
16097;28;141500267;1;141500267_1_10_1;141500267_1_10_1;16097__641;5922__641;1.0
5922;29;141500267;1;141500267_1_10_1;14150231_1_1_1;5922__641;5911__С17;-544.0
5911;7;14150231;1;14150231_1_1_1;14150231_1_1_1;5911__С17;5912__С17;1.0
5912;8;14150231;1;14150231_1_1_1;14150231_1_1_1;5912__С17;5913__С17;1.0
5913;9;14150231;1;14150231_1_1_1;14150231_1_1_1;5913__С17;5914__С17;1.0
5914;10;14150231;1;14150231_1_1_1;141500267_1_10_1;5914__С17;5902__641;542.0
5902;30;141500267;1;141500267_1_10_1;14150231_1_1_1;5902__641;5915__С17;-542.0
5915;11;14150231;1;14150231_1_1_1;14150231_1_1_1;5915__С17;5907__С17;2.0
5907;12;14150231;1;14150231_1_1_1;14150231_1_1_1;5907__С17;5917__С17;1.0
5917;13;14150231;1;14150231_1_1_1;141500229_1_1_1;5917__С17;10817__459;-150.0
10817;39;141500229;1;141500229_1_1_1;14150222_1_1_1;10817__459;10817__325;220.0
10817;52;14150222;1;14150222_1_1_1;141500229_1_1_1;10817__325;5903__459;-219.0
5903;40;141500229;1;141500229_1_1_1;14150222_1_1_1;5903__459;5903__325;220.0
5903;53;14150222;1;14150222_1_1_1;141500229_1_1_1;5903__325;1002776__459;-219.0
1002776;41;141500229;1;141500229_1_1_1;141500229_1_1_1;1002776__459;18327__459;-32.0
18327;19;141500229;1;141500229_1_1_1;14150222_1_1_1;18327__459;18327__325;183.0
18327;18;14150222;1;14150222_1_1_1;141500229_1_1_1;18327__325;5920__459;-182.0
5920;20;141500229;1;141500229_1_1_1;14150222_1_1_1;5920__459;5920__325;183.0
5920;19;14150222;1;14150222_1_1_1;141500267_1_10_1;5920__325;5921__641;495.0
5921;8;141500267;1;141500267_1_10_1;141500267_1_10_1;5921__641;5901__641;2.0
5901;9;141500267;1;141500267_1_10_1;141500229_1_1_1;5901__641;5919__459;-682.0
5919;18;141500229;1;141500229_1_1_1;14150222_1_1_1;5919__459;5919__325;182.0
5919;17;14150222;1;14150222_1_1_1;141500327_1_1_1;5919__325;2107__464;-52.0
2107;56;141500327;1;141500327_1_1_1;141500252_1_1_14;2107__464;2107__554;23.0
2107;10;141500252;1;141500252_1_1_14;141500252_1_1_14;2107__554;2108__554;2.0
2108;11;141500252;1;141500252_1_1_14;141500252_1_1_14;2108__554;17175__554;1.0
17175;12;141500252;1;141500252_1_1_14;141500176_1_10_1;17175__554;2689__190;283.0
2689;16;141500176;1;141500176_1_10_1;14150221_1_10_11;2689__190;2689__300;89.0
2689;20;14150221;1;14150221_1_10_11;141500176_1_10_1;2689__300;2690__190;-88.0
2690;17;141500176;1;141500176_1_10_1;14150221_1_10_11;2690__190;2690__300;89.0
2690;21;14150221;1;14150221_1_10_11;141500176_1_10_1;2690__300;2691__190;-87.0
2691;18;141500176;1;141500176_1_10_1;14150221_1_10_11;2691__190;2691__300;89.0
2691;22;14150221;1;14150221_1_10_11;141500176_1_10_1;2691__300;2692__190;-87.0
2692;19;141500176;1;141500176_1_10_1;14150221_1_10_11;2692__190;2692__300;88.0
2692;23;14150221;1;14150221_1_10_11;14150226_1_1_1;2692__300;3890__974;-360.0
3890;47;14150226;1;14150226_1_1_1;14150224_1_1_1;3890__974;7150__449;-139.0
7150;44;14150224;1;14150224_1_1_1;141500165_1_10_10;7150__449;7150__80;909.0
7150;13;141500165;1;141500165_1_10_10;14150226_1_1_1;7150__80;3888__974;-772.0
3888;45;14150226;1;14150226_1_1_1;14150226_1_1_1;3888__974;3914__974;1.0
3914;46;14150226;1;14150226_1_1_1;14150226_1_10_1;3914__974;3912__974;675.0
3912;10;14150226;1;14150226_1_10_1;14150226_1_10_1;3912__974;3889__974;3.0
3889;12;14150226;1;14150226_1_10_1;14150227_1_1_1;3889__974;3537__С13;-732.0
3537;2;14150227;1;14150227_1_1_1;141500251_1_10_11;3537__С13;2669__553;880.0
2669;17;141500251;1;141500251_1_10_11;14150231_1_1_1;2669__553;2669__С17;-832.0
2669;1;14150231;1;14150231_1_1_1;141500251_1_10_11;2669__С17;2670__553;833.0
2670;18;141500251;1;141500251_1_10_11;14150231_1_1_1;2670__553;2670__С17;-832.0
2670;2;14150231;1;14150231_1_1_1;141500196_1_10_1;2670__С17;246__318;526.0
246;6;141500196;1;141500196_1_10_1;141500157_1_10_1;246__318;246__132;-43.0
246;27;141500157;1;141500157_1_10_1;141500197_1_10_1;246__132;246__319;-5.0
246;32;141500197;1;141500197_1_10_1;141500196_1_10_1;246__319;1002121__318;49.0
1002121;7;141500196;1;141500196_1_10_1;141500157_1_10_1;1002121__318;1002121__132;-43.0
1002121;28;141500157;1;141500157_1_10_1;141500197_1_10_1;1002121__132;1002121__319;-5.0
1002121;33;141500197;1;141500197_1_10_1;141500196_1_10_1;1002121__319;14767__318;95.0
14767;27;141500196;1;141500196_1_10_1;141500157_1_10_1;14767__318;14767__132;-131.0
14767;1;141500157;1;141500157_1_10_1;141500194_1_10_1;14767__132;5545__312;56.0
5545;37;141500194;1;141500194_1_10_1;141500244_1_10_1;5545__312;5681__530;248.0
5681;24;141500244;1;141500244_1_10_1;141500244_1_10_1;5681__530;5268__530;5.0
5268;26;141500244;1;141500244_1_10_1;141500244_1_10_1;5268__530;5269__530;1.0
5269;27;141500244;1;141500244_1_10_1;141500244_1_10_1;5269__530;5270__530;2.0
5270;28;141500244;1;141500244_1_10_1;141500304_1_10_2;5270__530;5539__713;-341.0
5539;26;141500304;1;141500304_1_10_2;141500194_1_10_1;5539__713;5539__312;77.0
5539;31;141500194;1;141500194_1_10_1;141500304_1_10_2;5539__312;5540__713;-76.0
5540;27;141500304;1;141500304_1_10_2;141500194_1_10_1;5540__713;5540__312;77.0
5540;32;141500194;1;141500194_1_10_1;141500194_1_10_1;5540__312;5541__312;1.0
5541;33;141500194;1;141500194_1_10_1;141500194_1_10_1;5541__312;5542__312;2.0
5542;34;141500194;1;141500194_1_10_1;141500194_1_10_1;5542__312;5543__312;2.0
5543;35;141500194;1;141500194_1_10_1;141500194_1_10_1;5543__312;5544__312;1.0
5544;36;141500194;1;141500194_1_10_1;141500234_1_10_1;5544__312;5531__471;-431.0
5531;8;141500234;1;141500234_1_10_1;141500194_1_10_1;5531__471;5531__312;382.0
5531;1;141500194;1;141500194_1_10_1;141500234_1_10_1;5531__312;5532__471;-381.0
5532;9;141500234;1;141500234_1_10_1;141500194_1_10_1;5532__471;5532__312;381.0
5532;2;141500194;1;141500194_1_10_1;141500234_1_10_1;5532__312;5533__471;-379.0
5533;10;141500234;1;141500234_1_10_1;141500194_1_10_1;5533__471;5533__312;380.0
5533;3;141500194;1;141500194_1_10_1;141500234_1_10_1;5533__312;5534__471;-377.0
5534;11;141500234;1;141500234_1_10_1;141500194_1_10_1;5534__471;5534__312;379.0
5534;4;141500194;1;141500194_1_10_1;141500234_1_10_1;5534__312;5535__471;-376.0
5535;12;141500234;1;141500234_1_10_1;141500194_1_10_1;5535__471;5535__312;377.0
5535;5;141500194;1;141500194_1_10_1;141500304_1_10_1;5535__312;5536__713;-85.0
5536;2;141500304;1;141500304_1_10_1;141500194_1_10_1;5536__713;5536__312;87.0
5536;6;141500194;1;141500194_1_10_1;141500304_1_10_1;5536__312;5537__713;-86.0
5537;3;141500304;1;141500304_1_10_1;141500194_1_10_1;5537__713;5537__312;87.0
5537;7;141500194;1;141500194_1_10_1;141500244_1_10_1;5537__312;5538__530;281.0
5538;19;141500244;1;141500244_1_10_1;141500244_1_10_1;5538__530;5247__530;2.0
5247;20;141500244;1;141500244_1_10_1;141500244_1_10_1;5247__530;5248__530;1.0
5248;21;141500244;1;141500244_1_10_1;141500171_1_10_1;5248__530;7103__119;-115.0
7103;24;141500171;1;141500171_1_10_1;141500195_1_10_1;7103__119;4244__315;-413.0
4244;3;141500195;1;141500195_1_10_1;141500204_1_10_5;4244__315;9051__343;-644.0
9051;47;141500204;1;141500204_1_10_5;141500239_1_10_1;9051__343;9051__497;798.0
9051;16;141500239;1;141500239_1_10_1;141500204_1_10_5;9051__497;1001394__343;-797.0
1001394;48;141500204;1;141500204_1_10_5;141500239_1_10_1;1001394__343;1001394__497;798.0
1001394;17;141500239;1;141500239_1_10_1;141500252_1_1_1;1001394__497;1002573__554;-493.0
1002573;5;141500252;1;141500252_1_1_1;141500209_1_10_10;1002573__554;1002573__374;904.0
1002573;11;141500209;1;141500209_1_10_10;141500258_1_10_1;1002573__374;1002573__579;-178.0
1002573;25;141500258;1;141500258_1_10_1;14150251_1_10_1;1002573__579;9112__316;-325.0
9112;17;14150251;1;14150251_1_10_1;141500247_1_10_3;9112__316;9112__550;-87.0
9112;9;141500247;1;141500247_1_10_3;141500239_1_10_1;9112__550;9112__497;186.0
9112;21;141500239;1;141500239_1_10_1;141500247_1_10_3;9112__497;9158__550;-183.0
9158;10;141500247;1;141500247_1_10_3;141500258_1_10_1;9158__550;9158__579;416.0
9158;29;141500258;1;141500258_1_10_1;141500204_1_10_5;9158__579;9104__343;341.0
9104;1;141500204;1;141500204_1_10_5;141500239_1_11_2;9104__343;9104__497;-470.0
9104;4;141500239;1;141500239_1_11_2;14150251_1_10_1;9104__497;9113__316;-219.0
9113;4;14150251;1;14150251_1_10_1;141500204_1_10_5;9113__316;9113__343;-748.0
9113;2;141500204;1;141500204_1_10_5;141500239_1_11_2;9113__343;9113__497;970.0
9113;5;141500239;1;141500239_1_11_2;14150251_1_10_1;9113__497;16453__316;-212.0
16453;12;14150251;1;14150251_1_10_1;141500200_1_1_1;16453__316;9122__330;-450.0
9122;1;141500200;1;141500200_1_1_1;141500239_1_10_1;9122__330;9122__497;531.0
9122;8;141500239;1;141500239_1_10_1;14150251_1_10_1;9122__497;9056__316;-80.0
9056;13;14150251;1;14150251_1_10_1;141500200_1_1_1;9056__316;9056__330;-450.0
9056;2;141500200;1;141500200_1_1_1;141500239_1_10_1;9056__330;9056__497;531.0
9056;9;141500239;1;141500239_1_10_1;14150251_1_10_1;9056__497;9262__316;-88.0
9262;8;14150251;1;14150251_1_10_1;141500204_1_10_5;9262__316;9262__343;-749.0
9262;6;141500204;1;141500204_1_10_5;141500252_1_1_1;9262__343;9262__554;357.0
9262;3;141500252;1;141500252_1_1_1;141500239_1_11_2;9262__554;9262__497;614.0
9262;9;141500239;1;141500239_1_11_2;141500239_1_10_1;9262__497;9040__497;-124.0
9040;13;141500239;1;141500239_1_10_1;141500204_1_10_5;9040__497;9261__343;-794.0
9261;46;141500204;1;141500204_1_10_5;141500239_1_10_1;9261__343;9261__497;797.0
9261;15;141500239;1;141500239_1_10_1;141500204_1_10_5;9261__497;9103__343;-798.0
9103;45;141500204;1;141500204_1_10_5;141500239_1_10_1;9103__343;9103__497;797.0
9103;14;141500239;1;141500239_1_10_1;141500252_1_1_14;9103__497;1002572__554;-320.0
1002572;45;141500252;1;141500252_1_1_14;141500209_1_10_1;1002572__554;1002572__374;648.0
1002572;29;141500209;1;141500209_1_10_1;141500258_1_10_1;1002572__374;1002572__579;-131.0
1002572;6;141500258;1;141500258_1_10_1;141500204_1_10_5;1002572__579;9053__343;-989.0
9053;49;141500204;1;141500204_1_10_5;141500252_1_1_14;9053__343;9053__554;473.0
9053;46;141500252;1;141500252_1_1_14;141500239_1_10_1;9053__554;9053__497;326.0
9053;18;141500239;1;141500239_1_10_1;141500252_1_1_14;9053__497;9061__554;-324.0
9061;47;141500252;1;141500252_1_1_14;141500200_1_1_1;9061__554;9061__330;-138.0
9061;65;141500200;1;141500200_1_1_1;141500239_1_11_2;9061__330;9061__497;592.0
9061;18;141500239;1;141500239_1_11_2;141500252_1_1_14;9061__497;9156__554;-453.0
9156;48;141500252;1;141500252_1_1_14;141500200_1_1_1;9156__554;9156__330;-138.0
9156;66;141500200;1;141500200_1_1_1;141500239_1_11_2;9156__330;9156__497;593.0
9156;19;141500239;1;141500239_1_11_2;141500252_1_1_14;9156__497;9157__554;-454.0
9157;49;141500252;1;141500252_1_1_14;141500200_1_1_1;9157__554;9157__330;-138.0
9157;67;141500200;1;141500200_1_1_1;141500239_1_11_2;9157__330;9157__497;592.0
9157;20;141500239;1;141500239_1_11_2;141500204_1_10_5;9157__497;9052__343;-985.0
9052;8;141500204;1;141500204_1_10_5;141500239_1_11_2;9052__343;9052__497;972.0
9052;11;141500239;1;141500239_1_11_2;141500204_1_10_5;9052__497;9260__343;-971.0
9260;9;141500204;1;141500204_1_10_5;141500239_1_11_2;9260__343;9260__497;972.0
9260;12;141500239;1;141500239_1_11_2;141500239_1_11_2;9260__497;9102__497;2.0
9102;13;141500239;1;141500239_1_11_2;141500204_1_10_5;9102__497;9054__343;-976.0
9054;7;141500204;1;141500204_1_10_5;141500239_1_11_2;9054__343;9054__497;971.0
9054;10;141500239;1;141500239_1_11_2;14150226_1_10_1;9054__497;5205__974;200.0
5205;15;14150226;1;14150226_1_10_1;14150226_1_1_1;5205__974;4134__974;-686.0
4134;43;14150226;1;14150226_1_1_1;14150226_1_1_1;4134__974;4135__974;1.0
4135;44;14150226;1;14150226_1_1_1;14150226_1_10_1;4135__974;4124__974;682.0
4124;13;14150226;1;14150226_1_10_1;14150226_1_10_1;4124__974;4125__974;1.0
