trip_id;short_name
2090_3115054_10_303;М97
2090_3115054_10_302;М97
2090_3115054_10_305;М97
2107_3115079_11_305;С891
2107_3115079_11_303;С891
2107_3115079_13_302;С891
2107_3115079_11_302;С891
2107_3115079_11_301;С891
2107_3115079_10_302;С891
2107_3115079_10_303;С891
2107_3115079_10_304;С891
2107_3115079_4_709;С891
2107_3115079_10_301;С891
2111_3115180_10_303;Е70
2111_3115180_10_301;Е70
2111_3115180_11_303;Е70
2111_3115180_11_302;Е70
2111_3115180_11_301;Е70
2093_3115107_11_201;С364
2093_3115107_10_703;С364
2093_3115107_10_201;С364
2092_3114997_11_201;С988
2092_3114997_10_201;С988
2098_3114975_11_701;С914
2098_3114975_10_701;С914
2094_3115073_11_301;М88
2094_3115073_11_302;М88
2094_3115073_11_303;М88
2094_3115073_10_715;М88
2094_3115073_10_306;М88
2094_3115073_10_302;М88
2094_3115073_10_301;М88
2094_3115073_10_305;М88
2079_3115001_10_201;С997
2079_3115001_2_304;С997
2079_3115001_18_201;С997
2079_3115001_10_706;С997
2079_3115001_10_302;С997
2079_3115001_12_302;С997
2101_3115056_1_202;С809
2101_3115056_11_201;С809
2101_3115056_11_202;С809
2101_3115056_10_201;С809
2101_3115056_10_703;С809
2103_3114995_11_206;С484
2103_3114995_11_209;С484
2103_3114995_11_207;С484
2103_3114995_10_209;С484
2103_3114995_10_208;С484
2103_3114995_2_713;С484
2103_3114995_10_207;С484
2103_3114995_10_206;С484
2103_3114995_10_301;С484
2103_3114995_10_302;С484
2081_3115092_10_201;С249
2081_3115092_12_202;С249
2081_3115092_13_202;С249
2081_3115092_11_201;С249
2083_3115084_11_703;С216
2083_3115084_11_201;С216
2083_3115084_10_703;С216
2083_3115084_10_704;С216
2083_3115084_10_201;С216
2083_3115084_10_202;С216
2088_3114987_11_302;С962
2088_3114987_13_301;С962
2088_3114987_3_704;С962
2088_3114987_11_301;С962
2088_3114987_12_301;С962
2088_3114987_12_303;С962
2088_3114987_8_301;С962
2088_3114987_10_302;С962
2088_3114987_10_303;С962
2088_3114987_10_301;С962
2089_3115082_11_101;С919
2089_3115082_10_102;С919
2089_3115082_10_101;С919
2089_3115082_10_103;С919
2089_3115082_12_102;С919
2089_3115082_12_103;С919
2161_3115034_11_301;933
2161_3115034_10_301;933
2161_3115034_12_703;933
2161_3115034_10_703;933
2161_3115034_10_302;933
2161_3115034_11_302;933
2179_3114957_11_214;М95
2179_3114957_11_213;М95
2179_3114957_10_212;М95
2179_3114957_10_214;М95
2179_3114957_10_213;М95
2179_3114957_11_212;М95
2180_3115202_11_303;М86
2180_3115202_11_304;М86
2180_3115202_11_310;М86
2180_3115202_13_310;М86
2180_3115202_11_308;М86
2180_3115202_11_301;М86
2180_3115202_13_301;М86
2180_3115202_11_302;М86
2180_3115202_10_303;М86
2180_3115202_10_304;М86
2180_3115202_10_301;М86
2180_3115202_10_308;М86
2180_3115202_10_302;М86
2150_3114893_10_301;824
2150_3114893_10_303;824
2150_3114893_11_301;824
2150_3114893_11_303;824
2150_3114893_11_302;824
2173_3114988_11_305;965
2157_3114924_11_301;921
2157_3114924_11_302;921
2157_3114924_10_301;921
2157_3114924_10_303;921
2157_3114924_10_707;921
2157_3114924_10_302;921
