id	stop_id	lat	lon	x	y	stop_name	info	source_name
179	4147	55.79318347	37.78309673	6210868.773616089	4548829.8069473915	Первомайская ул.	Первомайская ул.	data.mos
180	4173	55.7804434	37.6345373	6209450.555511018	4527926.058596567	Метро «Проспект Мира»	Метро «Проспект Мира»	data.mos
181	4148	55.7948361950067	37.782805661588	6211052.754122256	4548788.809786747	1-я Прядильная ул.	1-я Прядильная ул.	data.mos
182	4174	55.77835742	37.62946014	6209218.345279613	4527212.392647578	Ул. Щепкина	Ул. Щепкина	data.mos
183	4149	55.7965311	37.79992668	6211241.430083053	4551200.590147831	Измайловский бульв.	Измайловский бульв.	data.mos
184	4150	55.79659681	37.80616127	6211248.744886792	4552078.974739536	11-я Парковая ул.	11-я Парковая ул.	data.mos
185	4179	55.78262541	37.61100272	6209693.455753123	4524618.354426816	Ул. Достоевского	Ул. Достоевского	data.mos
186	4182	55.78114054	37.6091626	6209528.160780829	4524359.776026802	Селезневская ул.	Селезневская ул.	data.mos
187	4151	55.79667511	37.81316609	6211257.461202921	4553065.964665939	Моск. театр Теней	Моск. театр Теней	data.mos
188	4183	55.77980706	37.61136832	6209379.7184662465	4524669.730241942	Никоновский пер.	Никоновский пер.	data.mos
189	4152	55.79673513	37.81784216	6211264.142598759	4553724.882251688	Управа района Восточное Измайлово	Управа района Восточное Измайлово	data.mos
190	4186	55.7782049	37.62877386	6209201.366830877	4527115.930122028	Ул. Щепкина	Ул. Щепкина	data.mos
191	4154	55.80121452	37.81904181	6211762.786012623	4553893.934883647	15-я Парковая ул., 26	15-я Парковая ул., 26	data.mos
192	4192	55.7768794068	37.6727171901	6209053.813602803	4533294.339889325	Поликлиника	Поликлиника	data.mos
193	4156	55.79710521	37.79840516	6211305.339715911	4550986.236107847	Театр Мимики и Жеста	Театр Мимики и Жеста	data.mos
194	4196	55.76671146	37.67976962	6207921.922942614	4534286.248540748	Денисовский пер.	Денисовский пер.	data.mos
195	4214	55.8161096	37.7785018	6213420.898733548	4548182.627139189	Ул. Бирюсинка	Ул. Бирюсинка	data.mos
196	4197	55.7641647602	37.6801475785	6207638.425617674	4534339.410228976	МГТУ им. Баумана	МГТУ им. Баумана	data.mos
197	4215	55.81127219	37.77308169	6212882.40071559	4547419.275326846	10-й автобусный парк	10-й автобусный парк	data.mos
198	4161	55.76297392	37.68229047	6207505.8618929945	4534640.823387876	Лефортовская наб.	Лефортовская наб.	data.mos
199	4162	55.76497022	37.68034464	6207728.088992465	4534367.127988006	МГТУ им. Баумана	МГТУ им. Баумана	data.mos
200	4216	55.80853881	37.76280331	6212578.122245845	4545971.853198017	Тарный з-д	Тарный з-д	data.mos
201	4163	55.76595064	37.68013782	6207837.228847628	4534338.037645421	Денисовский пер.	Денисовский пер.	data.mos
202	4202	55.81980488	37.82596886	6213832.255421487	4554870.1366959	Алтайская ул.	Алтайская ул.	data.mos
203	4220	55.8116184	37.77502795	6212920.940636498	4547693.3742277445	10-й автобусный парк	10-й автобусный парк	data.mos
204	4164	55.76965194	37.67945903	6208249.255678901	4534242.562760105	Аптекарский пер.	Аптекарский пер.	data.mos
205	4221	55.81923428	37.78159379	6213768.736520041	4548618.118681177	2-й Иртышский пр.	2-й Иртышский пр.	data.mos
206	4203	55.81751074	37.82276064	6213576.872924879	4554418.003525046	Детская стоматологическая п-ка № 38	Детская стоматологическая п-ка № 38	data.mos
207	4222	55.81992659	37.78479557	6213845.804116711	4549069.092802929	Черницынский пр.	Черницынский пр.	data.mos
208	4204	55.81736083	37.81704597	6213560.185020014	4553612.686031582	Гольяново	Гольяново	data.mos
